@relation 'hadoop-weka.filters.unsupervised.attribute.Remove-V-R3,6,last'

@attribute ncommitsinproject numeric
@attribute nissuescreatedinproject numeric
@attribute timeopen {0,7}


@data
580,804,0
776,871,0
841,907,7
684,792,0
593,788,0
683,765,7
676,790,0
765,873,0
915,845,7
587,763,0
776,840,0
675,813,0
836,1016,0
659,791,0
560,670,0
922,1010,0
1424,1043,0
583,678,0
647,782,0
560,702,0
558,669,0
595,802,0
655,798,7
931,1055,0
595,736,0
1117,962,0
1002,1081,7
1418,1009,0
603,724,0
996,935,0
600,804,0
682,786,0
659,791,0
965,1091,7
590,710,0
773,860,0
559,676,0
1117,961,0
858,672,7
974,751,7
1104,937,7
560,708,7
976,1089,7
0,323,7
1538,1196,7
0,388,7
0,509,7
0,628,7
0,363,7
806,828,7
0,578,7
0,591,7
554,691,7
0,41,7
0,551,7
775,805,7
984,747,7
568,645,7
0,572,7
804,828,7
1350,766,7
926,672,7
1012,898,7
0,265,7
982,881,7
0,545,7
0,374,7
670,572,7
988,693,7
1139,865,7
0,595,7
966,698,7
604,557,7
1139,919,7
0,348,7
0,46,7
610,697,7
0,36,7
654,796,7
0,61,7
0,538,7
818,668,7
0,360,7
786,669,7
0,330,7
1406,1115,7
1290,751,7
1086,910,7
748,538,7
1256,1063,7
802,585,7
1326,1035,7
0,565,7
0,356,7
887,720,7
786,665,7
0,411,7
0,313,7
1118,799,7
890,636,7
1004,780,7
754,545,7
0,630,7
1094,742,7
1142,754,7
0,567,7
970,705,7
0,480,7
0,279,7
1464,1170,7
1248,1062,7
0,358,7
611,727,7
1296,745,7
610,676,7
0,368,7
1124,967,7
1116,954,7
0,551,7
1514,1191,7
0,573,7
1334,1110,7
546,676,7
376,591,7
1324,1056,7
1132,941,7
0,311,7
0,567,7
0,552,7
1550,823,7
498,595,7
0,286,7
1222,806,7
1094,957,7
0,269,7
1137,861,7
1260,988,7
788,863,7
630,584,7
1580,827,7
0,561,7
940,745,7
0,230,7
1322,777,7
0,80,7
1238,960,7
1266,735,7
1422,1139,7
624,725,7
492,422,7
949,1076,0
1357,895,7
586,696,7
0,74,7
1538,1189,7
0,288,7
0,497,7
767,805,7
0,587,7
0,322,7
1102,688,7
1178,743,7
883,760,7
1066,929,7
753,809,7
612,679,7
816,669,7
1292,801,7
1140,928,7
458,339,7
901,840,7
1322,1110,7
1042,987,7
1474,776,7
1180,960,7
0,366,7
0,512,7
625,705,7
1406,1119,7
1436,766,7
1212,741,7
1274,742,7
934,693,7
0,94,7
0,90,7
0,397,7
1348,1109,7
0,254,7
911,857,7
909,832,7
746,536,7
596,614,7
0,640,7
648,580,7
0,435,7
0,537,7
1144,1040,7
907,834,7
658,625,7
1412,1136,7
0,643,7
1380,1037,7
654,601,7
692,630,7
962,869,7
624,628,7
0,505,7
0,356,7
924,709,7
942,754,7
0,625,7
957,1084,7
0,360,7
556,717,7
0,602,7
783,854,7
762,574,7
1140,751,7
953,892,7
1130,1030,7
1154,748,7
1237,970,7
1134,743,7
916,841,7
0,550,7
1164,767,7
0,533,7
0,227,7
926,694,7
887,697,7
1354,1102,7
1038,985,7
0,615,7
1004,877,7
1217,884,7
928,696,7
0,287,7
828,833,7
0,372,7
1132,834,7
0,395,7
0,347,7
0,569,7
0,250,7
0,597,7
1114,1016,7
0,563,7
957,1089,7
1334,788,7
0,365,7
1116,980,7
1244,982,7
1104,690,7
32,568,7
635,699,7
1320,1112,7
0,595,7
0,345,7
1131,941,7
924,963,7
0,330,7
906,943,7
1086,773,7
857,841,7
1182,928,7
1441,1019,7
1445,1025,7
1460,1139,7
880,626,7
846,886,7
1100,741,7
1356,1035,7
1318,778,7
834,616,7
0,79,7
1092,786,7
0,234,7
955,920,7
1180,924,7
0,269,7
968,958,7
1390,1046,7
774,581,7
1316,800,7
734,546,7
1122,723,7
0,388,7
0,546,7
836,1007,7
470,335,7
1439,883,7
1156,951,7
0,159,7
954,732,7
1140,740,7
0,289,7
1122,961,7
0,564,7
0,92,7
794,813,7
0,281,7
0,563,7
586,614,7
0,567,7
1052,987,7
0,19,7
948,773,7
883,760,7
0,257,7
958,710,7
536,716,7
1184,783,7
0,565,7
0,372,7
592,586,7
0,343,7
1108,725,7
1328,1101,7
0,537,7
1248,985,7
1182,918,7
720,534,7
0,224,7
0,332,7
0,358,7
0,632,7
998,901,7
1322,1096,7
842,679,7
0,322,7
490,438,7
638,697,7
0,363,7
1386,1123,7
1448,1011,7
1256,1070,7
854,668,7
844,679,7
889,818,7
0,532,7
0,292,7
1260,808,7
1090,956,7
0,333,7
1124,742,7
1524,811,7
885,755,7
1228,737,7
1370,1034,7
1070,785,7
0,240,7
612,579,7
0,590,7
0,556,7
0,628,7
0,630,7
0,568,7
1006,726,7
1034,956,7
480,594,7
0,505,7
1008,982,7
588,694,7
1334,1098,7
0,547,7
1368,763,7
1388,1118,7
1426,754,7
1094,786,7
1446,1019,7
0,279,0
0,218,7
809,968,7
1092,881,7
0,633,7
1090,785,7
594,511,7
1010,977,7
0,562,7
1292,1092,7
768,828,7
1066,935,7
622,628,7
0,599,7
992,696,7
1381,898,7
1080,780,7
1104,837,7
952,871,7
0,565,7
770,827,7
0,293,7
890,684,7
0,85,7
622,658,7
0,221,7
1370,765,7
926,695,7
1384,825,7
1214,750,7
842,891,7
1094,736,7
1266,726,7
0,275,7
1520,800,7
0,633,7
0,218,7
1010,900,7
0,504,7
1379,1041,7
1282,999,7
626,650,7
1194,742,7
572,648,7
0,592,7
608,673,7
760,546,7
1066,773,7
854,693,7
