@relation 'ofbiz-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,7,last'

@attribute issuecleanedbodylen numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
137,540,3,59,1
92,144,1,59,1
32,1154,27,203,1
63,746,8,147,1
126,1159,1,165,1
80,302,36,107,1
16,194,30,101,0
52,552,0,83,0
104,655,3,54,1
34,122,5,30,0
24,320,3,68,0
23,232,16,121,0
55,231,0,105,1
13,1248,5,184,0
56,1117,1,86,1
64,891,6,160,1
20,326,1,73,0
28,332,34,116,0
25,289,3,54,1
126,1125,0,190,1
518,932,1,83,1
32,906,2,74,1
39,978,6,160,1
143,736,1,63,1
42,194,1,15,0
108,598,1,65,1
10,1166,12,195,1
44,333,0,59,1
376,366,0,20,1
25,1187,10,228,0
532,902,6,157,1
73,417,0,33,1
36,257,8,36,0
32,1162,4,112,1
25,948,0,157,1
204,713,3,121,0
239,328,10,108,1
81,929,0,54,1
46,536,3,101,1
101,366,0,71,1
55,881,1,85,1
124,1251,12,244,1
41,747,11,67,1
40,379,1,38,1
56,1163,7,211,0
179,571,16,102,1
78,199,1,103,1
34,277,4,80,0
54,178,31,66,1
19,684,2,127,1
4,242,2,94,1
29,313,24,74,0
107,193,0,51,1
17,564,3,68,0
27,661,2,77,1
70,303,19,108,1
82,1513,1,258,1
243,519,4,100,1
32,183,6,54,1
74,170,15,63,1
15,238,0,122,0
74,197,7,94,0
23,1148,2,101,0
45,327,14,83,1
20,1329,1,224,0
335,187,3,32,1
147,366,2,71,1
34,1136,3,180,1
110,304,4,23,1
10,237,2,31,0
1643,713,7,120,1
58,363,34,64,1
115,1111,4,225,1
27,1210,8,239,0
8,1129,7,192,1
242,1260,14,156,1
20,1171,0,206,1
50,793,41,87,1
63,998,6,116,1
61,287,0,112,1
37,1046,1,180,0
48,528,8,86,1
121,1200,0,216,1
448,127,1,29,1
16,224,23,67,0
6,979,3,152,1
29,1454,3,253,0
60,1140,7,176,1
96,828,2,84,1
71,318,6,71,1
51,1131,5,99,1
12,677,0,77,0
220,916,0,160,1
55,1265,9,107,1
82,193,0,15,0
23,831,0,135,1
47,356,3,20,1
324,820,8,149,1
42,1184,2,215,1
131,810,2,86,1
13,210,35,120,0
38,1341,4,242,1
55,1223,0,154,0
84,715,2,75,1
167,337,4,23,1
649,263,0,38,0
2,774,0,162,1
93,365,6,35,0
18,320,52,100,1
20,592,0,133,0
220,153,0,30,1
63,262,8,38,1
57,777,8,135,1
82,336,0,64,0
52,182,35,68,0
71,1157,0,223,1
40,259,3,52,1
46,909,7,125,1
32,546,3,69,0
17,1462,1,258,1
77,1128,0,140,1
19,808,14,79,0
37,253,4,34,1
3,1136,2,89,1
27,114,1,56,0
3,1136,2,89,1
165,1136,0,89,1
60,99,0,27,1
47,637,0,134,1
22,377,0,74,1
86,273,29,84,1
87,127,9,30,1
16,151,9,69,1
25,656,16,77,0
53,701,18,118,0
163,494,3,96,1
63,855,36,145,1
100,240,0,94,1
7,186,33,59,1
26,475,1,53,1
21,199,1,34,1
35,311,0,76,0
108,878,0,81,0
109,358,4,71,1
135,1202,3,149,1
42,371,12,89,0
66,1126,6,117,1
39,694,3,137,1
31,324,16,60,1
37,175,32,68,1
73,1136,0,89,0
40,142,12,34,0
73,414,6,74,1
7,456,4,58,1
14,925,8,82,0
323,193,0,51,1
27,354,7,115,0
12,200,39,98,1
15,314,1,71,0
96,306,4,69,1
139,205,3,50,1
10,353,5,112,0
72,132,4,27,1
23,144,13,31,1
30,326,14,83,1
13,191,0,45,1
76,707,8,117,1
114,185,0,31,1
66,743,9,157,1
14,872,1,82,1
36,1157,12,111,1
37,1168,3,165,1
55,746,2,159,1
947,572,16,101,1
28,722,1,68,1
97,1163,6,78,1
123,1146,10,101,1
189,906,0,172,1
28,821,5,64,1
3,1161,0,199,1
1,1019,7,138,0
109,335,0,98,0
54,324,8,62,1
27,130,1,55,1
134,0,1,18,1
131,355,1,67,1
22,1077,8,214,0
55,342,0,48,1
5,298,8,23,1
91,193,0,30,1
5,877,0,85,1
16,212,15,73,1
26,1428,1,256,1
44,131,3,27,1
142,1043,3,189,1
22,901,3,120,0
36,1186,15,222,1
15,890,1,96,1
54,1145,1,108,1
21,192,14,20,1
24,209,3,28,1
68,269,0,109,0
97,728,6,141,1
37,211,36,121,1
10,544,2,61,0
16,265,7,52,1
24,630,7,136,1
299,283,8,54,1
29,264,2,20,1
33,1159,8,173,1
19,619,0,130,1
122,439,2,85,1
139,885,0,149,1
41,569,0,54,1
28,233,16,19,1
35,1253,2,146,1
37,1202,3,152,1
43,1165,0,101,0
76,1094,6,187,0
61,926,2,81,1
7,186,33,59,1
9,572,0,66,1
41,878,1,83,1
147,1178,2,88,1
49,1114,0,187,1
32,371,8,127,1
34,935,9,173,1
71,1187,16,156,1
79,335,3,92,0
7,985,30,147,0
4,213,14,46,1
172,800,1,88,1
8,1212,23,177,0
45,335,2,36,1
28,767,7,84,0
76,553,22,66,1
26,764,28,152,1
100,202,2,105,1
57,911,3,83,1
102,162,0,46,1
78,609,22,65,1
138,728,1,139,1
23,0,0,0,1
12,1278,0,188,1
94,549,6,80,1
34,1198,1,76,1
55,207,0,106,1
30,1256,4,188,1
19,1232,1,148,1
57,414,7,74,1
7,183,36,59,1
58,202,19,50,0
7,230,47,111,0
55,127,0,30,0
7,1327,8,139,1
79,304,2,33,1
56,1455,0,253,0
24,694,3,137,1
171,1192,5,205,1
100,162,0,62,1
294,870,11,141,1
21,315,45,85,1
28,182,0,37,0
103,634,20,133,1
34,768,2,81,0
73,1204,2,208,1
9,549,0,80,1
34,1358,4,238,1
47,621,2,85,1
232,1137,0,176,1
80,1041,0,103,0
117,628,1,50,1
101,1168,5,165,1
34,597,5,111,1
16,665,23,130,1
3,1136,2,89,1
162,248,2,33,1
43,130,1,57,0
86,1169,9,174,0
171,546,1,41,1
45,200,15,72,1
103,1132,1,214,1
17,832,0,61,1
58,48,1,29,1
108,395,1,42,1
7,186,33,59,1
13,1198,10,101,1
3,1161,0,199,1
47,829,0,119,1
32,330,0,36,1
66,1038,9,144,1
56,0,0,10,1
142,1426,1,256,1
88,160,15,28,1
65,237,19,122,1
45,376,43,72,0
29,878,1,83,1
26,775,19,162,1
71,225,44,125,1
481,570,17,104,1
5,293,53,107,1
12,968,17,133,1
94,223,0,47,1
31,703,0,141,0
56,149,1,34,1
43,207,0,106,1
79,1190,1,208,1
199,827,15,83,1
144,637,0,105,0
68,893,4,63,0
147,528,8,86,1
71,861,0,171,1
31,319,3,79,0
7,935,30,172,1
78,1193,4,204,0
62,1320,27,128,1
75,354,21,62,1
5,1136,2,89,1
27,372,0,39,1
193,589,3,52,1
31,176,13,69,0
18,772,0,83,1
99,321,3,79,1
65,596,0,78,1
29,743,10,120,0
116,284,29,83,1
748,560,0,45,1
32,1270,1,108,0
128,309,7,69,1
39,334,0,59,1
169,575,0,70,1
87,125,1,60,1
45,1330,13,133,1
5,976,3,152,1
198,677,0,81,0
191,158,13,26,0
15,302,7,71,1
67,702,0,84,1
19,901,5,173,1
47,180,2,22,1
12,1181,2,88,1
57,423,5,50,1
11,260,14,36,1
16,194,30,100,1
444,1350,0,144,1
54,318,1,71,0
48,112,3,39,1
64,295,5,113,0
46,794,11,89,1
3,1136,2,89,1
123,455,10,88,1
2,181,0,55,0
26,1198,1,216,1
5,1260,1,190,1
87,1116,16,178,1
78,562,1,104,0
57,644,3,86,1
57,368,2,111,1
32,1173,0,148,1
90,1284,2,188,1
54,369,1,27,0
45,798,1,86,1
38,1157,1,204,0
26,175,8,60,0
217,1246,4,193,1
204,705,0,136,1
183,1026,0,179,1
46,792,0,87,0
139,893,0,135,1
101,723,0,138,1
686,575,17,103,1
64,1112,0,223,0
20,590,12,77,1
74,1133,0,100,1
34,606,12,133,1
31,1158,0,102,1
82,353,47,73,1
84,1101,0,191,1
21,337,2,73,0
53,1188,6,181,0
33,278,70,82,1
119,1189,3,200,1
60,981,8,151,1
164,292,0,90,0
198,141,3,42,1
610,149,0,34,1
51,1321,1,117,1
113,134,0,56,1
41,996,3,161,1
124,993,2,155,1
164,317,2,69,0
31,589,4,132,1
7,186,33,59,1
96,401,5,40,1
27,320,2,74,0
65,968,6,55,1
29,832,0,83,1
244,706,2,117,1
29,694,3,130,1
131,546,1,41,1
41,360,2,44,0
125,342,8,22,0
8,336,17,97,1
38,905,1,160,1
12,311,0,76,0
127,369,1,115,1
197,762,3,118,1
23,368,1,55,1
41,584,8,71,1
38,961,2,78,1
88,228,10,132,0
49,1321,27,128,1
36,900,16,116,1
163,365,0,70,1
23,1162,3,197,1
46,567,0,68,1
47,1138,0,90,1
37,923,1,79,1
65,1249,25,187,1
50,903,4,172,0
29,968,0,133,1
32,1131,1,87,1
87,220,0,14,1
8,1162,1,95,0
21,624,3,135,1
113,927,40,81,1
33,617,19,140,1
45,163,0,61,0
197,295,30,83,0
16,1070,4,101,0
118,354,0,41,0
47,303,8,32,0
239,576,7,64,0
55,1131,1,87,1
72,856,6,139,1
8,494,11,97,0
5,181,21,76,1
471,199,3,29,1
9,871,0,79,1
184,361,4,20,1
59,278,0,81,0
102,1093,3,184,1
14,644,1,134,1
335,237,3,93,1
27,381,2,36,1
27,320,52,101,1
62,457,20,57,1
6,158,4,29,0
79,1163,3,162,1
34,935,9,173,1
18,604,2,71,0
27,1416,0,252,1
56,374,3,98,1
31,328,11,101,0
52,1199,1,217,1
84,105,1,32,1
61,544,2,67,1
10,1017,8,147,1
119,262,11,36,1
21,336,19,58,1
57,0,0,26,1
75,568,20,65,0
120,630,15,138,0
181,194,1,84,1
7,186,33,59,1
20,653,9,131,1
6,186,33,59,1
194,342,2,47,1
403,824,0,136,0
111,196,2,49,0
41,290,0,89,0
102,969,2,134,1
32,1176,2,214,0
179,1127,0,117,1
61,1069,1,191,0
40,140,1,60,0
36,132,0,27,1
279,910,14,116,1
91,325,0,66,1
40,545,2,59,0
39,267,0,84,1
51,1374,1,165,0
80,709,0,83,1
35,1197,6,207,1
21,262,9,37,1
46,197,0,96,1
29,159,10,46,1
33,494,3,96,0
404,575,17,103,1
36,682,0,87,0
229,729,0,64,1
52,757,1,84,1
64,1142,2,188,1
67,237,2,121,1
20,936,20,146,1
31,723,6,146,1
81,0,2,3,1
33,146,11,62,1
166,1136,0,89,1
96,1128,3,169,1
13,318,4,69,0
21,960,1,150,0
61,1261,15,156,0
28,1454,4,255,1
3,1161,0,199,1
33,919,0,160,1
81,1180,6,75,1
55,873,1,82,1
4,224,18,72,0
37,203,15,72,1
6,186,33,59,1
32,958,2,152,1
13,619,2,131,0
108,1277,0,185,1
134,494,3,97,1
38,321,52,100,1
24,1125,7,171,1
59,1130,5,70,1
14,214,33,108,1
114,352,0,41,1
256,1514,5,270,0
93,536,3,101,1
28,742,0,118,1
28,1275,3,232,1
24,545,1,59,1
54,225,0,27,0
33,919,1,118,1
86,994,0,157,1
62,740,1,147,1
212,1004,0,116,1
27,1100,1,99,0
116,1135,4,187,0
22,685,1,123,0
41,1193,10,212,0
54,182,22,71,1
60,253,13,37,1
45,727,3,92,1
43,692,19,130,0
68,868,3,145,1
33,916,1,117,0
30,957,2,151,1
13,920,8,143,1
74,911,9,160,1
37,1125,1,226,0
51,154,0,34,1
24,199,4,96,1
73,208,0,104,1
222,1132,5,227,1
66,908,0,89,0
66,798,33,86,1
14,1167,0,116,1
60,1261,4,188,0
23,1379,52,168,1
120,877,0,72,1
26,320,1,74,0
112,1512,11,258,0
68,307,11,75,1
92,217,4,28,1
36,973,6,119,1
216,987,4,156,0
51,362,18,113,1
63,262,8,38,0
129,362,18,113,0
137,1130,6,193,1
29,201,15,49,1
17,894,20,133,1
9,0,0,0,1
71,571,16,102,1
292,589,0,107,1
29,277,1,80,1
91,369,2,115,1
3,159,15,63,1
44,1193,0,150,1
25,1074,5,207,1
113,241,0,121,1
49,1128,5,100,1
131,610,4,138,0
11,1232,1,148,1
32,257,7,36,1
135,323,16,60,1
5,254,0,38,0
61,605,8,87,1
150,328,0,74,1
112,536,3,101,1
213,194,0,16,1
81,813,2,81,0
18,610,6,65,1
102,801,2,147,1
45,558,0,67,1
278,247,1,41,1
130,88,0,32,1
295,605,0,76,1
32,678,3,73,0
336,1322,11,115,1
46,1087,2,214,1
32,291,1,66,0
298,1306,64,177,1
88,252,2,32,1
4,916,24,160,1
60,744,5,120,1
236,598,0,59,0
49,872,0,75,1
30,733,12,154,1
78,1155,4,160,1
41,616,1,75,1
45,557,0,64,1
48,169,9,25,1
11,933,3,132,1
51,541,0,69,1
186,347,9,22,1
82,711,4,138,1
82,706,9,126,1
135,1060,1,81,1
50,210,3,120,1
33,318,3,79,1
43,419,0,35,0
69,706,14,117,0
28,257,8,35,1
83,0,2,18,1
21,314,25,78,1
24,202,15,72,1
119,960,0,123,1
85,0,2,18,1
16,1116,8,188,1
76,402,1,43,1
114,1193,14,77,0
314,153,5,33,1
73,647,0,54,1
22,371,22,116,1
73,104,1,25,1
123,924,0,140,1
3,1161,0,199,1
102,984,11,148,1
42,379,47,74,0
105,562,3,104,1
54,1369,46,157,0
19,1162,11,113,1
80,1251,3,145,1
53,931,2,144,1
28,188,0,47,1
42,364,9,69,0
70,654,1,103,1
16,879,21,170,0
141,1026,0,106,1
52,913,9,129,1
58,988,3,149,1
33,896,4,113,1
20,904,0,115,0
3,1161,0,199,1
30,186,33,59,1
48,1134,34,192,0
170,1136,0,89,0
112,878,0,144,1
104,438,0,84,1
133,1152,15,76,1
51,536,3,101,1
182,657,8,103,1
14,901,1,62,0
14,1171,12,197,1
66,661,2,77,1
7,148,1,32,1
30,207,50,117,1
17,872,0,75,1
67,1234,0,192,1
100,240,3,49,1
41,1428,4,260,0
25,774,1,82,1
14,745,11,68,0
57,938,19,137,1
80,593,0,60,1
71,1254,4,183,1
25,709,11,134,1
61,866,0,71,1
14,239,8,20,1
82,608,0,64,1
51,1203,3,235,1
131,1319,2,237,1
61,589,4,60,1
5,146,6,66,0
3,1200,3,210,1
171,1094,0,191,0
40,766,1,77,0
37,229,2,82,0
214,578,2,58,0
239,575,17,103,1
153,621,2,85,0
465,1093,2,198,0
134,0,2,26,1
48,1266,1,107,0
64,750,7,156,1
153,671,5,80,0
9,579,2,81,1
23,1236,12,186,0
46,575,2,71,1
16,304,0,33,0
92,748,0,118,0
29,687,0,78,1
87,342,12,76,1
20,796,14,118,0
109,564,0,64,1
43,858,1,140,1
77,342,6,42,0
307,870,0,84,1
33,683,12,87,1
11,714,1,122,0
41,189,0,47,1
76,1196,0,154,1
45,364,1,49,1
115,701,18,118,1
25,188,0,14,1
111,824,0,136,1
54,1250,11,243,0
214,1263,5,224,1
37,403,0,41,1
14,117,12,26,0
95,621,0,133,1
161,637,1,105,1
49,289,44,112,1
87,1194,0,207,1
266,737,0,73,1
20,564,0,66,1
366,607,8,93,1
83,196,16,51,1
129,899,6,116,1
18,159,0,46,1
28,368,23,122,0
37,1269,5,211,0
67,597,0,59,0
40,490,3,55,0
9,620,3,86,0
11,309,17,103,0
29,772,0,83,0
27,220,15,113,1
14,335,9,98,0
4,1249,0,147,1
41,620,2,77,0
3,1253,0,146,1
41,368,0,19,1
77,216,12,109,0
71,626,7,105,1
25,778,0,88,1
76,651,18,133,1
12,215,1,117,1
9,872,0,75,1
115,196,15,56,1
18,959,2,78,1
29,1119,7,107,1
14,1222,11,155,1
207,635,7,133,1
48,209,0,48,1
17,132,4,27,1
49,626,19,133,1
72,798,1,86,1
79,1242,20,193,1
28,901,0,94,1
48,546,23,58,1
12,1385,25,242,0
16,129,10,60,1
6,354,7,75,1
26,661,2,77,1
33,1191,1,229,0
49,899,2,117,1
14,224,47,120,1
43,899,1,88,0
42,1004,4,117,1
21,226,46,68,1
62,564,0,68,0
84,1187,6,220,1
111,358,0,110,1
52,296,6,85,1
65,1253,0,243,1
7,804,39,87,1
15,370,10,94,0
11,152,24,63,0
112,313,3,75,1
120,191,0,46,1
317,873,0,144,1
119,662,0,129,1
28,1048,42,187,0
250,0,0,23,1
169,968,2,119,1
126,352,1,112,1
75,527,3,86,1
82,232,16,122,0
106,1263,0,224,0
50,793,3,90,1
32,1159,34,201,1
47,297,6,85,1
51,893,1,82,1
45,358,1,118,1
32,1153,1,223,1
54,194,0,29,1
66,605,0,93,1
65,296,1,85,0
120,108,0,37,1
42,975,0,155,1
39,512,0,100,1
49,1124,1,224,1
27,902,0,157,0
87,359,5,21,1
74,1202,1,101,1
36,1194,22,177,0
29,191,1,45,1
161,1514,2,266,1
54,177,22,76,1
4,1376,5,240,0
41,770,4,153,0
181,1129,0,144,1
31,628,1,62,1
57,409,2,73,1
32,373,0,90,1
117,993,0,157,1
28,1452,20,256,1
42,907,4,73,0
19,373,4,31,0
79,144,13,31,1
40,985,20,121,1
8,1269,1,110,1
101,325,15,59,1
351,575,17,103,1
66,310,1,32,0
39,248,33,105,0
52,214,0,66,0
100,288,1,107,0
24,321,51,101,1
24,426,7,39,1
42,0,0,13,1
67,468,0,59,1
149,206,1,35,0
22,308,7,70,0
34,218,0,11,1
44,1138,6,98,1
73,1212,1,194,1
84,357,1,69,1
37,1425,2,256,1
37,975,0,155,1
61,1214,0,73,1
101,870,5,82,1
131,751,10,119,1
17,93,1,32,1
22,649,12,133,1
21,898,1,160,0
94,417,8,83,1
22,1145,13,101,1
58,98,4,29,1
33,713,0,120,0
52,1245,8,99,1
53,0,3,26,1
52,1515,2,268,1
18,746,7,159,1
8,685,0,84,1
153,919,0,168,1
311,192,1,27,1
29,1178,9,197,1
45,114,1,39,0
7,901,17,120,1
3411,156,0,65,1
22,265,2,21,0
128,338,1,93,1
25,859,1,141,0
53,1140,3,227,0
22,1408,28,251,1
120,736,0,63,1
124,107,2,38,1
28,697,19,134,1
41,323,1,61,0
26,302,6,69,0
194,1099,0,191,1
1719,264,29,86,0
32,973,5,160,0
133,160,24,62,1
106,333,0,53,0
11,283,9,33,1
120,105,3,25,1
116,820,2,135,0
379,313,12,73,1
70,859,1,144,0
8,568,9,63,1
22,565,4,67,0
45,240,1,94,1
170,1177,0,208,1
47,1171,0,196,0
13,1254,14,245,1
5,1100,1,83,0
56,169,0,29,1
4,320,0,101,1
214,604,2,134,1
36,371,22,116,1
98,1265,9,107,1
19,314,0,78,0
40,951,0,79,1
55,1512,2,258,0
113,536,3,101,1
60,241,0,121,1
56,1078,5,214,1
64,356,2,70,0
7,933,3,132,1
76,707,1,126,1
35,719,0,62,0
82,848,0,94,1
98,1146,2,90,1
25,261,3,35,0
50,355,0,112,1
116,1163,1,211,1
36,333,8,59,1
37,131,0,28,1
32,210,42,106,1
30,224,3,118,1
59,916,1,79,1
105,786,2,116,1
121,191,16,45,1
38,1033,0,60,1
35,186,0,47,1
117,1398,23,249,1
55,331,0,59,1
120,1244,6,149,1
43,1241,0,185,1
10,1191,6,234,1
17,1048,9,80,1
39,602,0,68,0
20,1149,0,103,1
54,592,7,132,1
72,428,0,37,1
29,237,0,20,1
6,169,26,66,1
49,813,3,121,0
56,995,0,157,1
135,628,19,139,1
21,173,26,65,1
79,364,0,37,1
61,371,26,69,1
135,903,0,91,1
31,316,3,69,1
89,262,9,37,1
74,948,6,55,1
20,366,33,63,1
47,683,12,85,1
44,464,3,58,1
158,1022,14,105,1
17,1095,2,192,1
165,1185,0,206,1
25,339,8,121,1
50,604,1,62,1
32,872,25,142,1
68,701,2,67,0
25,793,4,107,1
6,158,0,27,1
23,1123,7,188,0
3,1161,0,199,1
23,1131,1,121,1
6,263,8,36,0
27,370,0,126,1
91,1121,2,116,0
35,1076,0,180,1
70,828,16,85,1
53,1161,23,198,1
2010,711,0,80,1
26,363,4,48,1
81,755,1,118,1
90,353,47,73,1
3,159,15,63,1
18,352,0,41,1
120,366,1,109,0
85,314,0,75,0
37,222,22,66,0
65,954,0,146,1
39,861,2,144,1
86,1155,0,161,0
95,372,1,104,1
24,212,36,121,0
96,426,5,46,1
97,549,6,80,1
48,677,13,73,0
25,731,0,92,1
18,1186,3,200,0
46,683,0,87,1
55,827,3,82,0
7,258,1,39,0
1286,626,5,81,1
26,566,0,48,1
75,916,1,93,1
12,202,39,102,1
32,337,2,73,1
48,1088,0,214,0
136,432,0,46,1
59,1077,10,84,1
35,845,0,60,1
38,544,1,77,0
27,0,0,13,1
54,1067,4,189,0
14,1377,1,241,0
95,1187,13,222,0
543,557,0,59,1
23,365,0,36,0
49,1118,1,131,1
56,1191,1,207,0
77,537,14,60,1
94,755,0,67,1
316,629,17,125,1
61,729,4,147,1
27,223,22,71,1
86,310,36,108,1
50,598,3,65,1
12,1160,2,208,1
109,791,1,118,1
39,348,8,110,1
72,604,0,72,1
6,263,8,36,0
66,892,15,97,1
53,605,0,139,1
81,579,21,67,1
35,686,6,88,1
95,1133,1,103,1
22,424,5,40,1
111,1428,13,258,1
30,915,3,58,0
8,358,1,63,1
22,612,17,137,0
50,559,0,60,1
129,934,13,132,1
88,1101,0,191,1
305,570,17,104,1
27,195,1,26,1
424,629,17,125,1
48,870,6,141,1
90,414,2,74,1
71,348,0,63,1
4,146,8,68,1
29,139,0,26,0
26,558,2,58,0
191,710,10,112,0
37,128,9,31,1
32,368,1,55,1
32,720,0,123,1
15,911,6,143,1
63,358,2,109,1
24,152,11,63,1
6,920,0,159,1
15,1094,2,85,1
125,573,0,80,1
30,917,5,117,0
54,976,7,75,1
13,1186,3,226,1
57,903,4,74,1
315,326,1,77,1
31,1030,4,139,1
88,831,11,133,1
56,1231,1,194,1
236,192,3,16,1
13,1403,0,246,0
16,578,2,81,1
27,683,12,87,1
94,712,3,120,1
36,1187,2,218,1
5,298,8,23,1
12,200,39,98,1
162,728,2,139,0
23,209,13,34,1
88,713,0,119,1
10,1383,2,242,0
52,557,0,68,0
79,219,1,107,0
12,131,9,55,0
11,1315,2,128,0
28,169,26,66,1
11,260,14,36,1
78,169,19,70,1
38,872,1,82,1
34,191,1,45,1
36,961,10,150,1
384,186,0,54,1
62,814,13,94,1
83,208,3,48,1
77,0,2,26,1
65,917,26,160,1
21,1181,17,160,1
88,179,0,49,1
98,1216,3,128,0
34,874,16,152,1
260,616,8,105,1
11,260,14,36,1
33,761,0,84,1
41,861,0,140,0
192,919,4,160,1
218,1515,2,266,0
216,223,7,47,1
29,304,0,33,1
51,1102,5,101,0
25,325,8,107,1
11,927,1,96,0
25,210,14,46,1
36,575,0,73,1
22,406,5,74,1
29,706,7,116,0
94,199,13,25,1
16,177,1,71,0
39,705,4,137,1
15,1171,12,171,0
58,1190,1,178,1
89,742,15,146,1
59,191,1,70,1
96,369,2,86,1
83,278,0,81,1
11,914,4,91,0
114,1313,0,134,0
58,426,7,39,1
30,750,5,157,1
59,366,3,116,1
49,357,8,19,1
90,1238,8,241,1
16,1189,0,151,0
34,1181,2,210,0
39,926,9,163,1
13,730,2,80,1
137,327,7,75,0
488,271,2,42,1
67,307,0,70,1
12,1251,16,150,1
95,574,0,67,1
69,793,4,71,1
6,224,42,129,1
45,793,0,90,1
33,363,0,37,1
161,941,1,79,1
26,96,0,26,0
59,1253,0,146,1
31,754,6,72,0
4,694,1,88,0
35,1123,0,117,0
22,318,51,98,1
145,206,1,99,1
8,352,6,67,1
94,1199,6,208,1
17,321,3,79,1
70,166,0,54,1
133,236,0,30,1
17,333,7,44,1
4,1195,0,124,1
115,874,1,152,1
24,961,8,149,1
34,605,2,76,0
48,106,3,27,0
67,835,0,170,1
7,186,33,59,1
7,1197,2,177,1
82,742,8,117,1
22,372,1,126,1
38,721,5,120,1
3,1136,2,89,1
153,1379,52,168,1
62,968,2,119,1
27,132,0,27,1
162,621,8,93,1
47,1451,2,257,1
21,579,0,67,1
12,1211,7,176,0
51,547,21,60,0
67,162,0,46,1
6,263,8,36,1
68,1214,1,138,0
32,235,2,123,1
198,141,3,42,1
26,1261,6,156,1
41,977,0,117,1
8,542,2,62,0
119,804,13,115,1
50,1239,0,193,1
3,1161,0,199,1
59,1226,0,146,1
84,913,7,125,1
276,752,0,122,1
17,256,2,34,1
24,726,0,152,0
12,208,1,47,0
4,1239,0,224,1
39,717,0,138,0
118,225,0,123,1
89,175,7,25,0
211,683,0,76,1
67,1323,4,168,1
20,0,0,9,1
68,437,6,36,1
30,686,9,135,1
64,229,16,84,1
105,999,10,158,0
72,1168,3,97,1
38,360,1,69,1
47,1111,8,223,1
162,1136,0,89,1
90,224,0,116,1
12,202,39,102,1
6,516,3,58,1
40,159,0,61,1
60,711,1,127,1
118,1208,1,218,1
30,1341,4,242,1
377,956,13,131,1
162,989,0,117,1
14,103,1,36,0
15,1179,7,215,0
91,680,1,79,1
322,229,15,115,1
59,736,12,155,1
47,1083,7,85,1
33,1250,3,222,0
23,203,0,80,1
54,222,5,118,0
44,115,0,31,1
329,186,26,54,0
29,620,16,135,1
54,291,1,66,1
67,867,5,61,0
34,1093,0,187,1
53,710,13,114,1
319,311,3,76,1
38,863,6,141,1
56,194,0,83,1
76,709,2,134,0
450,164,0,66,1
92,867,6,140,1
1,783,0,113,1
18,1166,8,166,0
35,1136,0,89,1
18,1317,63,178,1
111,208,0,116,1
18,921,24,159,1
83,728,1,154,1
74,311,0,76,1
33,1157,6,111,1
83,332,0,60,1
24,547,4,62,1
91,1046,1,104,1
100,1510,3,267,0
89,621,0,133,0
94,798,0,104,1
39,416,0,34,1
16,604,3,74,0
63,696,9,101,0
26,105,0,34,0
41,551,3,59,1
675,887,0,122,1
146,902,0,92,0
26,298,10,70,1
31,824,19,136,1
159,1163,0,221,1
43,710,10,112,0
31,318,31,99,0
61,903,0,90,1
52,1217,1,194,1
12,200,39,98,1
22,1170,2,196,1
42,217,0,46,1
7,293,4,83,0
7,1189,16,158,1
74,1407,0,251,1
18,956,3,161,1
73,1134,3,109,1
12,381,2,44,1
208,1174,0,88,1
29,0,0,13,1
62,257,7,36,1
27,1105,0,222,1
267,269,0,23,0
59,1146,3,229,1
15,933,3,132,1
107,405,8,39,1
44,191,0,49,1
124,606,0,105,0
76,543,14,101,0
46,879,4,147,0
39,1229,1,148,1
151,963,18,134,1
77,1367,6,231,0
38,1160,1,206,0
25,362,10,49,0
75,30,4,27,1
51,488,3,58,0
69,255,0,36,0
126,798,8,147,1
13,829,0,59,0
43,1454,6,257,1
30,817,17,93,1
79,283,2,85,0
108,621,18,134,0
423,1320,19,178,1
128,262,8,41,1
44,520,3,59,1
89,657,16,103,1
64,187,26,62,1
71,764,7,75,1
59,933,0,132,1
13,193,13,29,1
61,308,4,69,1
11,1170,11,196,1
64,796,4,79,1
21,560,2,64,1
102,342,8,21,0
44,1446,1,264,1
79,543,1,78,1
44,599,23,61,1
73,280,29,82,0
75,980,1,56,1
23,743,27,148,1
22,746,3,159,0
9,868,0,77,1
33,1173,0,164,0
21,326,0,55,1
117,1217,0,131,1
6,845,1,133,1
73,920,6,95,0
34,746,1,160,1
160,653,3,79,0
33,1263,4,213,0
195,918,13,133,1
23,227,2,130,1
29,190,15,55,0
128,995,9,157,1
644,359,0,78,1
53,1146,1,108,1
55,646,0,134,0
63,558,19,59,0
70,1238,15,233,0
94,1451,26,257,1
276,337,11,44,1
12,1338,17,240,0
44,730,1,64,0
54,912,9,128,0
91,1204,13,123,1
60,880,1,135,1
7,235,0,19,0
239,613,2,137,1
12,872,25,142,1
29,415,3,74,0
115,893,0,86,1
33,896,17,122,1
36,1173,2,166,1
118,1105,2,185,0
18,314,1,71,0
76,348,0,63,1
131,1133,11,123,1
76,1212,0,134,0
10,663,0,134,1
23,364,3,121,1
13,707,9,117,0
29,1203,6,235,0
90,369,7,86,1
141,776,0,109,1
8,724,0,76,1
31,1214,3,128,1
71,1211,2,152,1
54,632,16,139,1
36,887,13,150,1
