@relation 'ofbiz-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,7,last'

@attribute issuecleanedbodylen numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
7,186,33,59,1
46,241,20,121,1
28,360,5,72,1
71,359,2,50,1
145,334,1,97,1
41,175,30,68,1
251,827,4,142,1
31,192,3,58,1
22,943,9,79,1
45,1172,5,164,1
114,783,0,77,1
26,867,6,140,1
57,1217,3,131,1
103,1227,8,179,1
61,1136,0,89,0
6,524,3,57,0
43,163,2,37,1
111,628,0,81,0
81,345,2,23,1
55,1213,0,137,1
34,612,10,76,1
60,1137,2,193,1
55,174,1,68,1
34,359,0,77,0
93,170,0,63,1
31,856,21,145,1
141,199,15,55,1
47,869,6,140,1
41,891,6,97,1
71,218,1,33,1
16,371,22,116,1
25,309,7,69,1
59,146,11,62,1
10,1372,3,165,0
3,1162,3,197,1
91,707,1,126,1
39,572,0,66,1
69,617,2,128,1
15,903,4,92,1
65,1199,5,201,0
201,1377,17,166,1
52,932,2,144,1
67,595,0,60,1
199,723,1,84,1
51,172,27,64,0
64,253,2,52,1
4,1253,1,221,0
54,909,4,125,1
17,145,10,63,1
81,901,13,82,1
96,578,0,104,1
43,1425,2,255,0
27,129,2,33,1
41,623,5,82,1
67,357,4,71,1
43,364,1,49,1
260,812,2,148,1
220,1194,0,219,1
77,622,3,83,0
39,202,33,105,1
44,194,18,50,1
3,943,19,138,1
99,706,12,139,1
34,857,21,150,0
67,256,1,34,1
72,97,0,31,1
17,1211,0,139,1
207,1161,0,199,1
76,760,3,152,1
55,592,25,73,0
40,291,5,84,1
19,1209,0,75,0
52,407,1,77,1
38,425,1,46,1
21,892,0,82,0
151,919,0,95,1
135,617,16,79,0
107,1207,6,238,0
176,558,3,61,1
48,976,11,105,1
373,1134,4,187,1
43,1079,7,189,0
17,1182,8,193,1
312,558,0,64,1
27,1209,27,192,0
32,186,1,47,1
58,259,0,40,1
8,1002,28,147,0
85,1141,1,103,0
58,110,1,55,1
23,160,15,29,0
8,1093,0,185,1
53,368,1,53,1
164,190,16,46,1
76,285,4,82,1
498,1227,0,233,1
193,1204,3,238,0
31,796,1,68,1
13,365,1,71,1
144,1100,16,69,1
9,1095,2,192,0
37,508,2,56,0
303,1171,0,119,1
124,283,0,38,1
41,172,0,65,1
17,1161,2,191,0
33,255,8,41,1
69,360,1,125,0
26,1172,2,164,1
120,634,20,133,1
28,259,9,38,0
34,1125,0,171,1
148,935,16,120,1
16,1269,1,109,0
14,358,20,123,1
46,1171,1,196,1
52,426,7,39,1
11,579,2,81,1
46,194,14,20,1
83,1172,3,84,1
95,370,10,94,0
18,685,12,121,1
19,336,17,97,1
21,357,14,67,1
67,285,1,82,1
22,544,5,61,1
90,817,0,86,1
11,606,7,88,1
34,428,2,78,1
59,698,10,133,1
56,1103,4,180,1
193,110,3,33,0
59,1156,12,223,1
46,997,0,156,0
42,193,14,96,0
31,471,0,56,1
20,562,5,104,1
31,866,10,140,1
59,1098,1,190,1
7,768,0,93,1
71,236,1,121,0
264,741,8,91,1
66,893,1,82,1
14,735,1,73,1
46,90,0,24,0
48,800,0,91,0
26,1523,4,256,0
193,204,1,36,1
3,1162,3,197,1
109,909,7,125,0
215,790,18,74,1
122,1442,1,262,1
18,1282,8,109,0
140,220,0,68,0
15,962,2,161,1
85,708,4,127,1
87,685,0,133,1
185,1255,14,147,1
54,706,2,138,1
95,604,19,130,0
52,1093,0,84,0
199,552,0,60,0
27,207,0,106,1
56,324,0,64,1
35,270,44,110,1
42,1198,14,208,1
21,561,4,65,0
12,917,0,160,1
74,949,13,132,1
176,753,2,63,1
23,987,4,150,1
73,611,18,138,1
252,409,7,73,1
103,1371,50,162,0
26,1004,4,117,1
164,1486,5,259,1
68,637,6,135,1
34,257,7,36,1
40,1223,0,179,1
30,303,58,98,1
122,296,0,112,1
26,699,14,129,1
63,417,0,83,1
17,873,1,82,1
79,1142,7,87,1
75,839,0,58,0
94,117,0,30,1
75,581,0,103,0
72,1132,10,187,1
91,209,18,47,1
28,879,1,85,1
84,278,0,81,1
94,1094,7,185,0
7,321,21,101,1
3,558,5,88,1
125,963,0,106,1
326,591,0,91,1
41,0,1,17,1
103,625,2,68,0
51,1455,0,253,1
25,241,6,121,1
34,1126,8,189,1
30,619,0,133,1
92,268,11,39,1
98,1121,0,118,1
30,1199,5,201,0
31,742,9,146,1
9,365,33,63,1
111,247,0,20,1
303,1155,0,204,1
108,845,0,60,1
49,198,37,97,1
126,1020,17,139,1
105,689,16,137,1
160,168,25,63,1
23,188,15,55,0
35,1136,0,89,1
35,195,34,98,1
77,1250,0,185,1
17,1192,6,207,0
62,0,0,2,1
53,922,5,168,1
44,1172,5,118,0
45,873,1,82,1
146,166,0,30,1
26,1448,0,264,1
60,367,6,71,1
24,213,37,122,0
53,676,15,77,0
34,239,1,123,1
29,726,6,141,1
77,1126,1,101,1
54,740,5,149,1
36,1227,1,147,1
39,138,8,43,1
9,153,9,70,1
53,1121,5,105,0
79,331,0,44,0
221,623,8,75,0
36,1181,2,226,0
87,1155,4,160,1
4,215,42,129,1
3,1161,0,199,1
95,556,7,103,1
42,174,7,59,0
475,1195,0,153,0
34,372,17,97,1
27,334,1,115,0
37,719,1,76,0
23,721,0,83,1
13,1116,0,86,1
374,699,0,128,1
103,326,18,61,1
42,231,1,70,1
147,441,2,85,1
17,1282,8,109,1
23,776,0,85,1
39,326,18,61,1
14,1352,0,243,1
67,1180,0,215,0
64,309,9,71,1
94,875,0,70,1
24,651,0,129,1
40,337,0,35,1
28,1389,1,245,0
14,918,22,159,0
32,168,0,63,0
32,323,0,108,1
51,653,18,79,1
83,256,0,39,1
69,752,9,149,1
168,353,0,112,1
79,784,15,141,1
9,1162,19,159,1
16,1067,3,83,1
39,792,0,147,0
67,0,0,3,1
57,223,0,47,0
25,1331,18,237,0
73,1423,18,255,1
198,918,0,92,1
9,537,0,80,1
35,203,2,105,1
137,1186,0,218,1
111,705,0,66,1
66,891,1,82,1
91,724,0,138,0
352,792,17,99,1
51,1377,19,240,0
32,194,43,68,0
33,1351,0,243,0
79,913,9,129,1
16,902,1,124,1
23,544,0,78,1
73,329,0,37,1
94,788,0,71,1
49,1514,4,259,1
79,563,0,65,0
123,185,2,76,0
199,1144,3,110,0
18,320,52,100,1
41,278,3,85,1
28,700,2,105,0
76,904,11,122,1
17,357,0,70,1
123,1161,0,159,0
3,1161,0,199,1
109,711,11,119,1
8,196,30,103,1
20,326,14,83,1
66,1378,5,167,1
11,888,31,159,0
84,651,16,105,1
24,1324,0,138,1
30,231,45,121,1
38,182,0,46,0
30,210,0,19,0
28,599,22,62,1
90,1192,4,204,0
61,1201,6,123,1
44,551,21,59,1
88,569,17,104,1
148,192,43,68,1
30,1428,3,252,0
147,232,12,103,0
18,323,7,59,0
196,770,6,81,1
80,1403,10,250,0
140,1059,1,80,0
44,313,29,96,0
23,709,3,129,0
131,239,0,123,0
90,1235,4,180,1
33,873,1,82,1
41,972,10,155,1
19,1455,8,253,0
71,930,3,177,1
82,203,33,105,1
28,358,10,63,0
15,1315,64,175,1
52,405,0,50,1
83,715,3,137,0
1163,237,6,120,1
23,1162,4,112,0
86,985,30,147,1
48,848,9,147,1
18,341,18,103,1
39,794,9,119,1
148,323,3,108,1
53,678,0,88,0
148,799,1,106,1
643,328,11,101,1
59,1192,0,205,1
109,1154,1,204,1
20,1095,10,186,0
46,870,16,91,0
55,1103,0,102,1
250,855,0,95,1
4,355,1,72,1
41,1081,0,61,1
30,879,0,170,1
50,505,0,55,0
40,299,3,95,1
85,694,1,63,1
68,591,7,109,1
38,1103,0,102,0
25,417,8,84,1
227,975,18,135,1
6,208,14,46,1
26,318,1,23,1
11,720,26,134,0
935,570,17,104,1
44,1136,0,89,1
155,164,0,27,1
54,955,2,160,1
51,742,9,150,1
57,877,13,84,1
52,772,0,86,1
60,211,0,72,1
3,1136,2,89,1
186,1172,1,197,1
171,547,1,41,1
75,1169,1,213,1
83,716,1,124,1
58,956,10,151,1
76,1162,0,112,1
15,321,2,74,0
20,1214,1,244,1
9,175,11,61,0
29,209,44,103,0
34,278,3,81,1
12,175,28,68,0
18,1385,25,242,0
68,1045,3,189,1
29,726,23,142,0
45,299,9,68,1
96,620,3,128,1
629,530,3,85,1
27,985,7,75,1
119,800,0,106,1
28,412,4,39,1
252,355,0,42,1
100,872,3,151,1
7,230,46,110,0
98,301,0,55,1
198,141,3,42,1
34,1148,46,225,1
145,216,1,19,1
117,909,8,127,1
485,141,0,42,1
83,668,0,80,1
152,192,0,49,1
149,1197,5,75,1
7,1132,1,120,1
36,332,1,112,1
19,920,4,92,1
174,191,0,45,1
23,141,1,42,1
154,141,2,42,1
29,745,2,159,0
38,125,0,61,1
25,124,0,58,0
4,1248,0,192,1
44,594,22,134,0
28,814,0,145,0
140,706,2,130,1
2,794,0,146,0
105,916,1,93,1
124,224,0,47,1
382,536,3,101,1
84,203,0,40,0
13,1202,5,235,1
427,558,3,103,1
11,1454,4,256,1
107,803,8,146,1
3,1136,2,89,1
37,806,7,147,0
43,1162,10,175,1
45,704,11,68,0
92,336,2,48,1
12,1000,3,57,0
32,707,2,132,1
61,470,0,53,0
15,872,0,74,1
148,1217,0,231,1
50,649,12,133,1
48,1227,11,225,1
41,197,0,96,0
18,1174,18,181,1
7,178,22,75,1
22,691,12,128,1
68,593,1,134,1
24,212,1,33,1
45,195,13,25,1
20,627,3,134,0
34,152,0,70,1
83,728,2,140,0
32,114,1,38,0
45,878,1,83,1
259,594,7,110,1
65,1247,2,185,1
18,366,33,63,1
12,352,20,111,0
26,890,0,82,1
1685,339,0,75,0
7,186,33,59,1
75,1137,0,107,1
10,554,0,59,1
29,1039,3,181,1
44,1128,11,121,1
4,908,0,89,1
64,1193,2,208,0
144,954,1,176,1
85,1112,11,223,0
72,842,4,134,1
240,1030,4,139,1
182,998,14,117,0
187,207,1,106,1
90,104,0,26,1
38,1272,5,179,1
54,340,0,76,0
171,546,1,41,1
24,358,4,117,1
45,1215,13,128,1
26,572,0,63,0
85,304,20,100,1
62,1322,10,114,0
51,213,3,73,1
65,628,0,50,1
133,1414,3,253,1
23,312,12,73,1
40,1200,9,208,1
14,380,21,72,1
64,237,0,20,1
97,1030,15,59,1
28,130,14,59,1
169,375,48,75,0
102,290,2,112,1
51,1137,1,103,0
4,90,0,25,0
27,371,22,116,1
261,876,6,162,1
16,310,2,70,0
32,362,6,69,0
13,975,3,152,1
13,1235,2,146,1
321,191,1,45,1
11,146,8,61,1
27,716,9,121,1
14,176,3,68,1
23,111,1,39,1
7,186,33,59,1
23,422,4,47,1
66,1186,3,226,1
50,1377,0,242,1
47,303,54,108,1
215,1240,4,182,1
315,313,12,73,1
7,230,47,111,0
151,549,6,80,1
52,1107,38,193,0
56,646,2,78,1
2,1029,0,59,1
16,699,4,130,1
301,1013,6,57,1
26,661,2,77,1
23,1200,0,208,1
38,753,13,71,0
56,1212,1,194,1
155,179,32,73,1
75,1322,27,128,1
60,519,1,58,0
12,918,0,160,1
54,1127,11,105,0
71,856,14,94,1
118,356,5,70,1
52,208,35,119,1
178,702,20,131,1
110,1195,0,209,1
17,213,34,107,1
12,709,2,124,0
48,128,2,60,0
47,193,2,54,0
100,76,3,31,0
45,1183,4,75,1
33,927,0,163,1
164,339,0,22,1
188,1201,0,228,1
27,1162,11,113,0
40,1072,10,102,1
65,431,1,79,0
45,357,6,41,1
114,160,0,66,1
27,1420,0,252,0
268,189,0,32,1
25,308,3,73,0
33,1114,5,187,1
86,1234,12,148,1
36,915,3,58,1
167,1028,6,59,1
102,409,2,73,1
13,151,23,62,0
35,181,3,60,1
3,1136,2,89,1
48,797,15,109,1
10,995,10,173,1
96,1235,5,180,1
6,226,43,129,0
127,1172,0,149,1
15,1339,1,172,1
59,1078,3,191,1
10,1115,2,186,1
89,665,23,130,1
44,643,0,133,0
31,281,0,82,1
81,324,13,102,1
11,360,21,124,1
15,1243,1,99,1
34,1318,5,237,0
13,261,5,37,0
30,249,13,39,0
22,1096,6,191,0
13,627,0,139,1
32,572,0,64,1
31,1198,0,219,0
72,901,0,173,1
71,1184,4,77,1
19,541,4,83,1
45,194,43,68,1
7,720,18,138,1
35,1315,27,128,1
139,982,1,144,1
131,0,0,13,1
58,954,2,143,0
102,96,1,30,1
21,520,0,57,1
177,1182,8,213,1
18,335,7,93,1
25,194,3,16,1
30,1525,15,263,1
21,1131,4,193,1
31,639,6,135,1
25,144,13,31,1
79,1324,63,178,1
47,1008,0,151,1
16,887,0,165,1
71,1174,8,215,0
56,794,0,107,1
46,792,0,71,0
26,714,0,122,0
162,887,17,64,1
15,305,16,69,1
31,1098,7,190,0
85,1217,0,131,0
37,992,3,161,1
108,967,4,144,1
48,975,0,155,1
229,1230,0,223,1
101,994,0,157,1
70,0,0,26,1
38,314,29,97,1
8,937,20,146,0
28,650,1,73,1
41,1136,0,89,0
18,265,0,84,1
8,641,4,77,0
139,400,4,37,0
90,1243,1,189,1
12,848,0,83,1
19,921,0,162,1
38,160,13,28,1
33,1189,8,232,0
248,366,7,71,1
36,237,0,31,0
36,1402,4,246,0
22,1122,9,117,1
65,756,1,82,0
128,669,19,131,1
27,973,17,135,1
273,220,0,13,1
170,615,3,94,1
58,832,0,83,1
5,207,33,106,1
27,1181,3,220,1
4,143,10,59,1
36,856,20,149,0
55,194,18,50,0
22,111,1,39,1
46,366,18,111,1
33,1147,1,110,1
20,575,2,71,1
13,579,2,81,1
99,353,21,64,1
36,594,1,134,1
58,859,6,143,1
33,207,0,106,1
59,659,7,55,1
208,369,1,127,1
21,841,0,64,1
115,1211,4,139,0
124,219,0,10,1
61,357,1,117,1
24,419,0,35,1
71,95,2,33,1
63,173,19,48,1
219,809,0,65,1
15,622,3,83,0
132,820,0,148,1
39,634,0,79,1
87,205,2,105,1
86,845,7,133,1
7,0,0,0,1
167,218,0,10,1
47,143,23,62,1
708,797,14,99,1
9,1147,5,108,1
34,1124,5,189,0
70,812,1,80,0
43,1513,1,270,1
424,338,0,23,1
66,604,2,127,1
68,0,0,19,1
108,531,0,85,1
98,1127,5,83,0
45,597,1,136,1
5,689,2,123,0
19,1123,3,224,0
24,703,2,109,1
37,1369,0,231,1
28,1067,0,190,0
76,1092,0,187,1
7,520,1,59,1
151,1153,1,102,1
40,347,3,42,1
68,1119,2,107,1
269,715,17,78,1
165,328,0,59,1
29,360,4,44,0
6,873,1,82,1
8,204,34,99,1
118,189,1,34,0
171,546,1,41,1
44,725,5,77,0
63,901,4,62,1
362,1513,15,265,0
44,357,0,67,0
68,535,2,101,0
84,456,3,89,1
9,1177,3,75,0
47,1191,7,204,0
71,225,44,125,1
191,859,5,96,1
112,1178,0,101,1
25,713,0,120,0
20,922,8,143,1
99,578,0,81,0
317,853,7,145,1
4,1226,24,179,0
18,331,3,87,0
28,171,13,64,0
51,821,10,142,1
54,237,2,31,1
51,975,0,155,1
90,1522,5,260,0
194,679,5,79,1
60,1442,24,262,1
78,193,30,100,1
55,625,0,135,1
90,191,2,51,1
29,201,2,80,1
74,949,0,55,1
56,1255,1,184,1
40,1324,0,134,0
68,1128,0,189,1
102,751,1,62,0
29,327,8,23,1
96,197,1,55,1
151,715,0,75,1
47,332,8,76,1
437,729,0,80,1
24,771,0,83,1
21,326,2,36,1
111,737,7,154,1
32,489,2,57,0
52,1315,27,128,0
34,1195,11,208,1
58,309,7,69,1
70,1162,4,112,1
360,1003,0,151,1
36,1370,49,161,0
32,132,1,55,0
34,1253,14,245,0
69,0,0,18,1
305,325,1,73,1
9,410,0,42,1
139,366,0,20,1
39,975,0,155,1
56,112,1,56,1
186,373,0,61,1
40,371,26,69,1
71,372,1,127,1
30,290,6,89,0
20,200,17,101,1
34,502,8,84,1
97,772,0,82,0
50,328,10,108,1
26,656,16,77,0
9,1144,5,194,1
7,637,0,134,1
107,216,1,19,1
30,261,5,37,0
40,688,2,122,1
5,229,44,131,1
58,1453,4,264,1
45,1038,0,144,1
78,363,0,37,1
37,313,29,96,1
15,1069,7,190,0
22,351,8,109,0
69,776,2,115,1
75,333,1,111,1
148,793,3,90,1
75,1453,26,257,0
35,227,1,38,1
67,1207,0,245,0
108,204,0,100,1
27,0,1,10,1
68,727,6,140,1
129,581,16,105,1
48,352,0,41,1
470,654,7,73,1
6,728,12,71,1
54,1140,0,192,1
59,822,7,136,1
70,1299,0,178,1
152,169,0,30,1
19,466,1,39,1
88,1182,9,119,0
88,281,2,82,1
213,708,2,138,1
82,215,12,109,0
9,230,47,121,1
34,745,9,64,0
18,379,0,74,1
327,0,0,2,1
167,152,0,36,1
34,329,8,59,1
117,1197,5,234,0
84,1252,0,159,1
7,1425,2,256,0
28,855,10,136,1
142,1007,2,156,1
123,1194,0,208,1
81,887,1,163,1
29,417,0,84,1
19,371,10,43,1
14,1092,1,185,0
23,604,3,74,0
45,116,3,34,1
6,680,0,77,1
39,554,2,83,1
10,282,5,38,0
90,1143,2,107,0
12,855,14,95,0
33,1054,0,190,1
366,1508,0,267,0
20,258,7,37,1
22,738,4,123,1
31,191,1,45,1
8,335,0,92,0
108,911,0,115,1
348,1378,53,170,1
104,1204,13,123,1
30,1184,1,207,1
25,328,10,115,0
4,172,20,74,0
32,1207,4,238,1
28,1162,11,113,1
72,173,15,48,1
62,158,0,27,0
50,1116,7,192,1
50,356,1,67,1
97,569,19,66,0
50,845,26,133,0
53,1071,3,192,1
56,110,0,29,0
12,362,1,70,1
94,303,7,55,1
19,756,3,152,1
2027,197,1,56,1
72,835,4,136,1
40,293,7,112,1
190,1222,5,145,1
10,846,1,134,0
40,793,15,149,1
152,621,17,82,1
7,350,9,23,1
8,892,15,97,1
18,1238,13,180,0
332,729,7,77,1
102,896,2,80,1
51,119,0,40,1
36,1407,21,253,1
88,1201,7,177,1
360,193,6,38,1
117,251,0,38,0
23,948,1,157,0
221,1084,1,188,1
115,345,2,23,1
4,1147,6,177,0
34,889,13,150,1
145,275,10,35,1
70,662,2,57,0
63,920,2,159,0
84,188,0,15,0
90,1189,16,158,1
58,221,0,69,1
60,1169,34,206,1
66,891,2,174,1
127,425,0,36,1
137,928,2,142,1
48,948,2,157,0
71,704,3,113,1
62,184,11,49,1
25,357,3,70,1
83,492,9,96,1
14,1266,14,229,1
47,257,7,35,1
49,1239,14,75,1
10,1159,1,172,0
202,747,4,149,1
104,555,3,81,1
205,1341,19,172,1
96,1178,0,101,1
35,1169,1,169,0
3,351,2,22,1
59,616,2,74,1
83,748,2,158,1
18,363,4,72,1
54,1206,6,152,1
13,1323,14,129,1
155,99,0,27,1
26,195,14,21,1
110,901,1,134,1
113,968,0,182,1
45,1213,14,74,1
44,884,1,149,0
26,559,17,104,1
37,1426,2,253,1
14,701,18,118,0
27,724,0,76,0
34,1198,0,219,1
193,360,8,19,1
81,182,0,60,1
30,1265,5,187,1
47,0,2,26,1
4,1276,3,232,0
38,605,3,73,0
60,1323,4,168,1
319,187,0,16,1
35,0,0,3,1
17,194,0,32,1
24,662,11,136,1
16,895,2,133,0
41,602,10,124,1
35,804,39,87,1
44,545,1,59,1
103,623,0,92,1
144,562,17,105,1
46,330,0,36,1
256,744,0,105,1
106,1069,3,190,1
47,1324,0,134,1
72,1455,1,254,1
246,152,0,29,1
28,0,0,19,1
56,1323,0,223,1
85,469,2,52,1
27,317,6,72,1
4,1383,6,241,1
59,234,0,30,1
57,841,0,58,1
69,227,1,28,1
11,148,10,65,1
104,897,4,82,1
11,361,2,119,1
24,281,1,85,0
43,1325,9,116,1
159,331,0,95,1
47,311,0,76,1
41,0,0,0,1
473,1370,6,237,1
3,1136,2,89,1
1647,360,0,21,1
51,1113,46,223,0
55,1176,9,215,0
32,365,11,49,1
12,548,4,58,1
41,380,9,45,0
115,1085,2,84,1
99,99,1,28,1
63,1423,18,256,1
13,933,3,132,1
56,686,9,135,1
61,296,0,111,0
12,724,0,76,0
10,314,48,97,1
83,629,0,134,1
74,738,0,69,1
16,934,0,80,1
55,1321,27,128,0
38,794,9,119,1
31,354,1,71,1
67,972,3,120,0
95,1184,6,120,0
17,871,0,79,1
27,186,0,49,0
102,722,0,135,1
44,102,0,31,1
45,996,23,155,0
51,331,0,59,1
34,194,15,56,1
10,956,3,161,1
35,1195,25,207,0
18,159,0,46,1
46,1131,9,118,1
51,528,4,86,1
9,543,0,79,1
304,891,0,92,1
47,901,1,62,0
51,1173,7,167,0
46,884,1,120,1
101,122,2,33,1
186,1137,10,130,1
58,541,0,81,1
354,601,0,65,1
76,934,0,141,0
69,794,6,105,1
71,294,0,23,1
3,1161,0,199,1
10,1229,16,230,0
63,1483,8,260,1
117,901,0,173,1
48,682,1,79,1
66,1235,0,192,0
76,630,7,138,1
36,315,1,58,0
54,347,2,42,1
44,1204,13,123,1
26,303,0,109,0
113,185,1,76,1
109,914,47,116,1
104,760,1,63,0
29,915,18,117,1
96,1426,1,265,1
30,232,1,17,1
75,1413,0,261,1
64,603,0,59,1
45,225,0,123,1
419,1180,0,85,1
14,1077,5,211,1
124,569,4,50,0
87,1271,17,190,1
320,1164,1,205,1
9,543,0,79,1
34,1126,11,105,0
6,916,24,160,1
24,330,0,36,0
120,969,0,159,1
74,1127,0,121,1
28,0,2,26,1
548,183,25,59,1
50,883,0,118,1
53,629,4,139,1
3,1136,2,89,1
40,95,2,26,1
57,1018,8,77,1
7,227,50,114,0
230,202,14,105,0
8,230,50,114,0
97,1090,7,191,1
14,684,2,127,1
71,0,1,18,1
128,182,1,53,1
48,197,0,96,1
127,863,3,145,1
6,773,13,116,1
38,893,3,135,0
427,568,17,104,1
79,1032,0,58,1
88,769,0,83,1
32,608,7,93,1
34,538,13,60,0
38,831,8,125,1
396,747,1,148,1
52,335,0,59,1
213,1280,2,187,0
59,542,1,69,1
31,1208,1,242,0
42,258,0,38,1
315,581,0,104,1
295,752,14,119,0
52,575,15,72,1
25,1157,8,205,0
102,723,0,84,1
57,632,1,77,1
18,847,6,135,0
36,211,44,103,1
33,335,0,37,1
38,975,0,155,1
39,873,1,82,1
50,812,0,86,1
19,378,0,75,1
78,890,0,79,0
52,169,0,30,0
38,1175,0,148,1
30,177,1,76,1
10,208,0,115,1
27,239,0,105,0
19,1232,4,179,0
42,368,1,55,1
28,1182,0,172,0
80,251,2,20,1
17,965,2,118,1
44,924,15,146,1
64,1081,10,84,1
17,1105,0,185,1
93,827,12,142,1
5,263,8,36,1
55,1150,3,90,0
4,360,2,72,1
30,328,6,74,0
51,762,3,117,1
66,157,2,50,1
17,982,0,145,1
273,962,2,123,1
86,1368,46,158,0
41,523,3,101,1
18,1138,4,103,0
20,804,4,105,1
171,546,1,41,1
31,342,2,120,0
62,1442,3,252,1
165,568,0,54,1
20,685,8,137,1
9,1028,0,139,1
38,706,4,82,1
45,1321,63,178,1
160,912,11,130,1
71,471,2,85,1
103,625,6,81,1
112,1207,9,211,1
20,1352,0,171,1
93,1206,3,237,0
26,187,0,73,0
80,1377,1,241,1
30,1268,6,204,0
26,620,3,128,1
53,1159,0,201,1
84,1093,0,198,1
3,153,25,65,0
79,175,32,64,1
37,999,4,156,0
162,312,0,86,1
71,105,1,37,1
107,978,0,117,1
3,1136,2,89,1
38,1166,2,96,0
56,562,3,104,1
232,736,15,67,1
36,859,23,152,0
22,1431,0,257,0
36,237,14,106,1
149,716,2,75,1
262,1088,0,191,1
49,194,0,50,0
30,217,28,64,0
140,968,6,55,1
5,1160,3,102,1
274,367,1,124,1
30,219,1,10,1
493,693,16,137,1
15,227,43,127,1
66,806,0,146,1
92,325,46,74,1
25,1232,0,156,1
64,1021,17,139,1
45,1079,9,192,0
32,856,0,76,1
48,0,0,18,1
60,556,1,63,1
26,915,1,93,0
27,1152,0,203,1
37,899,3,116,1
120,593,1,135,1
24,902,5,157,1
41,752,2,156,1
44,367,9,123,0
12,1117,0,86,1
45,898,10,137,1
101,307,1,71,1
16,316,20,85,1
64,901,0,137,1
171,994,0,172,1
62,1237,0,180,1
95,962,0,151,1
46,235,1,31,0
88,212,3,51,1
26,1020,17,139,1
137,323,1,66,1
62,571,0,67,0
119,860,2,134,1
21,176,0,75,1
20,415,8,83,1
151,649,2,104,1
11,629,19,74,1
26,1169,9,174,0
46,795,1,90,1
71,870,0,77,1
5,746,0,148,1
68,327,7,35,1
25,1179,8,196,0
21,705,3,111,0
21,1456,16,260,1
39,1267,0,171,1
26,904,0,74,1
308,324,10,64,1
224,664,19,103,1
63,1132,2,228,1
27,799,2,90,1
75,905,1,125,1
72,1318,2,237,1
158,126,3,63,0
14,188,13,20,1
24,655,0,87,0
96,1251,8,244,1
13,579,2,81,1
11,826,5,168,1
137,536,3,101,1
97,107,0,39,1
29,930,19,142,1
100,632,1,81,1
29,224,0,69,1
45,1216,11,230,0
60,1261,2,172,1
6,368,4,19,0
117,65,1,29,0
21,1175,0,199,0
19,1250,1,185,0
36,935,1,172,0
44,311,0,76,0
30,184,0,59,1
8,145,7,66,1
15,601,2,69,0
152,400,0,73,1
18,333,7,97,0
16,555,0,81,1
51,1188,2,150,0
31,910,5,126,1
211,710,1,129,1
96,1073,1,189,1
123,687,0,84,1
112,618,17,126,1
33,220,15,113,1
2,129,0,55,1
100,330,2,36,1
40,213,34,107,1
42,372,26,68,1
61,1212,11,241,0
7,206,43,102,0
30,207,0,106,1
33,210,2,104,1
18,892,0,83,0
50,1163,27,211,0
48,1428,0,260,1
6,362,1,70,1
26,707,2,136,1
32,361,7,127,1
29,0,0,14,0
53,313,2,73,0
29,152,24,63,1
25,1096,1,192,1
45,812,5,117,1
29,1129,7,192,0
69,893,3,63,1
58,1176,8,193,1
230,639,19,134,1
156,771,0,83,1
227,1270,9,108,1
321,359,3,118,1
38,607,7,94,1
201,1131,9,118,1
10,530,4,58,1
39,182,1,60,1
999,1195,0,214,1
5,628,0,81,1
23,1215,6,137,0
25,1491,6,259,1
52,405,6,39,1
33,257,10,39,1
24,753,1,155,0
144,308,1,34,1
5224,233,0,48,1
48,1108,3,85,1
85,574,22,65,1
48,634,20,133,1
5,373,39,68,0
213,212,2,73,1
53,192,0,51,0
41,1038,20,145,1
80,1260,1,188,1
29,1221,6,128,1
45,1482,25,262,1
69,726,6,154,1
14,724,0,76,1
36,1173,0,152,1
32,188,0,47,1
75,104,0,25,1
16,1317,63,178,1
54,895,1,81,1
3,1178,0,224,1
56,710,10,112,1
26,1162,11,113,1
55,306,0,96,0
22,406,5,74,0
3,324,16,60,1
14,872,1,82,1
35,572,9,66,1
57,1168,7,213,1
15,231,1,70,0
125,728,0,71,1
220,699,0,79,1
69,771,8,81,0
20,115,0,31,1
11,202,33,116,0
43,1254,4,183,1
12,200,39,98,1
90,975,2,135,1
50,1208,2,199,1
136,326,1,100,1
31,198,1,79,1
51,1169,4,169,1
37,856,0,76,1
292,563,0,64,1
74,614,5,94,1
22,717,0,138,0
136,692,5,130,1
62,623,0,60,1
43,0,1,18,1
68,527,11,58,1
63,1327,12,132,1
425,1143,0,227,1
34,1454,0,256,0
21,836,0,135,1
102,1137,2,107,1
61,426,1,38,0
3,1136,2,89,1
42,1145,1,100,1
28,554,0,59,1
22,369,12,86,1
18,520,11,57,1
60,166,0,54,0
27,1093,2,197,1
33,184,0,49,1
78,177,0,68,1
193,968,17,133,1
89,897,2,120,1
140,707,0,82,1
44,222,22,66,1
111,364,1,71,0
2,1161,0,199,1
26,1162,10,175,1
31,313,12,73,1
58,369,9,27,1
271,710,0,135,1
8,174,25,67,0
30,1121,1,121,1
63,913,0,92,1
91,1154,26,204,0
34,1455,8,253,1
52,438,0,36,1
142,592,0,63,1
29,405,0,50,1
55,833,3,95,1
34,236,1,49,0
154,206,1,102,1
76,722,7,123,1
34,339,12,118,0
