@relation 'hive-weka.filters.unsupervised.attribute.Remove-V-R2,3,5,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
0,71,0,181,0,1000
8,332,1,519,18,180
0,327,0,547,8,180
0,469,0,656,1,365
0,610,0,858,23,90
0,612,0,844,14,365
0,635,2,919,12,365
0,134,0,203,0,1000
0,840,27,1115,371,180
0,115,1,225,1,180
50,137,0,246,0,1000
0,102,0,176,1,1000
0,782,0,1053,1,365
0,82,0,147,0,1000
0,161,1,325,0,180
0,94,0,173,1,1000
0,841,1,1099,1,14
0,629,0,888,49,365
0,285,30,496,24,180
0,83,0,166,0,365
0,502,3,849,2,180
0,86,0,177,0,1000
0,265,0,507,15,180
0,112,0,172,1,1000
0,400,0,620,1,365
0,60,0,160,0,1000
0,460,0,798,3,180
0,130,0,257,0,1000
0,129,0,300,0,90
0,95,0,187,0,1000
0,141,41,359,3,90
0,266,0,513,15,90
0,159,0,274,0,1000
18,506,0,851,0,180
0,111,2,223,2,365
0,145,0,254,0,1000
0,594,39,830,46,180
0,631,6,891,53,365
0,382,0,548,20,180
0,467,1,660,1,365
0,266,0,492,18,180
0,662,2,903,67,365
0,676,1,912,80,365
0,496,2,832,3,90
0,413,0,580,21,180
0,178,0,310,28,180
0,106,0,203,0,180
0,414,2,581,21,180
0,754,0,1042,1,30
0,111,0,172,1,1000
0,109,0,198,0,1000
0,250,0,525,0,1000
0,98,0,153,1,1000
0,132,7,212,57,180
0,692,3,958,6,90
0,613,0,847,22,365
0,118,0,222,1,180
0,721,4,979,5,90
0,740,10,973,135,365
0,687,0,952,8,90
0,730,0,1027,1,90
0,609,0,847,14,365
0,709,6,1004,3,90
0,177,42,311,36,365
0,110,1,214,19,365
0,26,0,68,0,1000
0,115,0,185,0,365
0,419,0,611,1,14
0,147,0,258,0,1000
0,97,0,193,0,1000
0,26,0,66,0,1000
0,55,0,154,0,1000
0,713,0,1000,1,90
0,553,2,846,8,365
0,842,0,1098,1,14
0,129,0,194,0,30
0,488,1,826,2,180
0,657,1,897,130,180
17,563,2,801,4,180
0,308,0,496,16,180
0,85,0,158,0,1000
0,128,0,262,0,1000
0,669,10,923,75,365
0,783,10,1049,199,365
0,609,0,853,23,90
0,84,0,161,0,1000
0,123,0,289,2,365
0,769,1,1057,1,30
0,569,1,824,2,90
0,607,0,901,2,90
0,126,0,327,0,365
0,171,0,301,17,180
0,123,3,280,2,365
0,148,3,317,0,365
0,386,0,607,1,365
0,442,1,627,4,180
56,143,0,246,0,1000
0,156,1,419,0,90
0,482,3,831,2,180
0,530,2,833,4,365
0,491,1,831,3,180
0,142,0,265,0,1000
0,123,0,286,2,1000
0,295,0,507,12,180
0,150,0,311,8,90
0,106,0,193,0,365
3,21,0,47,0,1000
0,108,10,309,2,180
0,521,1,816,3,180
0,653,39,869,141,180
0,362,0,596,1,365
0,102,0,212,0,1000
0,457,2,794,3,180
0,698,0,970,8,90
0,699,10,927,103,365
0,835,0,1100,1,14
29,371,3,546,20,1000
0,240,2,482,0,180
0,114,0,242,2,365
0,322,1,530,8,180
0,593,2,863,2,90
0,456,1,691,1,365
0,401,0,636,1,365
0,145,0,264,0,1000
0,784,5,1057,198,365
0,114,0,223,1,180
0,131,0,196,0,1000
0,98,0,213,2,365
0,423,1,649,1,365
14,289,2,495,14,365
0,781,6,1067,233,365
0,773,2,1045,220,365
53,139,0,263,0,1000
0,521,3,827,1,365
0,522,3,828,1,180
13,264,31,531,114,180
0,121,0,254,0,1000
0,465,0,808,3,180
0,524,0,776,2,90
0,481,1,824,3,180
0,123,0,319,0,365
0,360,0,594,1,365
0,144,1,289,0,365
0,608,2,853,22,90
0,133,0,296,0,90
0,466,0,658,1,365
0,153,12,351,4,1000
0,597,8,853,20,365
0,643,5,930,12,90
0,165,0,339,0,180
0,133,0,217,0,1000
0,140,0,210,0,1000
0,543,8,841,4,365
0,565,2,803,4,180
0,189,0,446,0,90
0,613,0,846,22,365
0,122,0,193,0,1000
149,853,0,1111,2,180
0,493,0,809,3,180
0,95,0,177,0,365
0,102,0,176,1,1000
0,236,0,483,0,30
0,700,12,934,102,365
0,531,0,793,2,1000
0,612,0,847,14,365
0,464,2,802,3,365
0,594,1,846,26,365
0,330,3,550,8,180
0,139,41,358,3,90
0,771,2,1028,1,365
0,554,0,805,28,365
0,329,5,553,7,180
0,476,1,779,3,180
4,314,0,521,12,180
0,100,1,210,7,1000
0,116,0,338,0,180
0,450,0,648,1,365
0,142,0,249,0,1000
0,824,0,1073,346,90
0,745,0,976,134,365
0,586,0,849,2,90
0,117,0,220,1,1000
0,130,0,194,0,1000
28,378,3,541,20,180
0,595,9,857,16,365
0,104,0,172,1,1000
0,111,0,192,0,365
0,122,0,235,0,1000
0,135,0,204,0,1000
0,92,0,220,0,365
0,461,2,800,3,180
0,118,0,220,32,365
0,669,0,914,77,365
0,108,0,225,14,365
0,257,0,530,0,180
0,593,2,862,2,90
0,490,0,703,1,365
0,178,50,303,28,180
0,505,3,756,3,90
0,502,3,839,0,180
0,297,0,506,12,180
0,709,3,943,112,365
0,129,0,219,0,1000
0,555,9,809,29,365
0,487,1,823,3,180
1,698,0,930,102,365
0,82,0,164,0,365
0,740,10,981,140,365
0,175,25,311,36,180
0,132,0,318,0,365
50,133,0,211,0,1000
0,115,0,196,0,365
0,609,0,847,14,90
0,603,0,849,22,90
0,145,0,299,0,1000
0,593,0,862,2,90
0,543,2,841,4,365
0,393,2,678,7,90
0,497,1,830,3,180
0,97,0,169,1,1000
0,110,0,239,0,1000
0,565,0,802,4,1000
42,782,9,1051,199,365
0,122,0,200,0,90
5,546,3,832,8,365
0,113,0,173,0,365
0,156,0,311,0,180
21,608,6,853,19,90
0,485,1,752,20,1000
0,253,0,508,8,90
0,766,0,1039,1,30
0,837,0,1094,1,14
0,763,1,1049,1,90
0,301,0,515,45,180
0,589,0,841,27,365
0,107,0,189,0,1000
0,630,16,887,51,365
0,611,5,837,63,365
51,112,0,200,1,1000
0,460,0,805,3,180
0,427,0,618,1,14
14,323,1,538,0,90
83,122,0,223,0,1000
0,113,1,223,1,180
0,258,0,527,0,180
0,83,0,168,0,1000
0,462,0,700,1,365
0,488,1,827,2,180
0,494,3,809,2,180
0,675,0,912,83,365
50,107,0,184,1,1000
0,703,5,954,6,90
0,118,0,196,1,1000
0,754,0,1037,1,30
0,557,5,804,28,365
45,116,0,205,0,1000
0,134,0,216,0,1000
0,115,1,299,2,365
0,128,0,259,0,1000
0,353,0,536,1,90
0,112,0,236,2,365
0,120,87,202,46,1000
0,126,0,218,1,1000
0,95,0,210,1,365
0,165,0,310,41,180
0,613,0,848,22,365
0,493,2,873,0,180
27,107,1,185,1,1000
0,121,0,249,0,1000
0,772,0,1037,1,14
0,81,0,154,0,1000
0,454,0,688,1,365
0,763,0,1026,1,365
0,746,0,1012,3,365
0,119,0,210,0,1000
0,129,0,225,0,1000
0,467,1,817,3,180
0,112,0,171,1,1000
0,156,0,272,0,1000
0,611,8,838,63,180
0,487,0,825,2,180
0,559,0,792,4,365
0,507,1,844,0,180
0,52,0,136,0,1000
0,588,44,831,43,30
0,97,0,178,1,1000
0,117,6,338,0,180
0,122,0,257,2,365
0,754,50,963,257,90
0,61,0,168,0,1000
0,580,5,824,27,180
0,530,2,833,4,365
0,487,0,753,4,90
0,395,2,705,7,90
0,379,2,551,20,180
0,740,1,973,135,365
0,475,0,697,1,365
0,493,0,868,0,180
0,130,0,205,0,180
0,82,0,165,0,365
0,329,1,556,7,180
0,142,0,258,0,1000
0,92,0,152,1,1000
31,665,4,956,1,90
0,715,9,985,4,365
0,101,0,234,0,1000
0,99,0,215,2,1000
0,296,2,500,13,180
0,268,0,541,151,1000
81,117,0,211,0,1000
0,115,0,199,0,1000
0,147,19,377,1,90
0,557,38,802,5,1000
0,671,2,957,11,90
0,605,1,854,19,90
0,747,0,1021,2,30
0,362,5,530,19,180
0,113,0,172,1,1000
0,608,10,873,33,365
0,763,0,1050,1,30
0,98,0,174,1,1000
0,336,0,540,1,1000
0,108,1,231,0,1000
0,108,0,205,0,1000
0,498,0,840,3,90
0,502,0,848,0,180
0,628,0,920,2,90
0,740,15,1001,155,365
0,125,0,304,0,365
85,124,0,222,0,1000
0,54,0,137,0,1000
0,665,2,961,12,180
0,713,0,968,5,90
0,743,21,980,140,365
0,140,0,225,0,1000
0,554,0,803,28,365
0,90,0,214,0,1000
0,362,0,600,1,365
0,498,2,851,0,180
0,628,1,887,13,90
0,686,3,915,91,365
0,113,4,232,2,1000
0,762,0,1050,1,365
0,126,1,296,2,365
0,569,0,801,4,180
0,126,0,217,1,1000
0,121,0,334,0,180
0,443,1,634,2,180
0,416,0,596,3,180
0,110,5,305,2,365
0,417,1,599,3,180
0,284,0,493,0,90
0,610,0,859,14,365
0,749,9,1018,3,365
0,134,0,217,0,1000
0,503,1,847,0,180
0,502,0,753,3,90
0,98,0,181,1,1000
0,126,0,218,1,1000
0,359,0,606,1,365
0,66,0,160,0,180
0,334,0,537,1,90
0,498,0,842,3,90
0,302,0,513,0,90
49,139,0,242,0,1000
0,486,0,823,2,180
0,497,2,851,0,180
0,483,2,825,3,180
0,142,0,251,0,1000
0,491,2,830,2,180
0,240,0,485,0,180
0,111,0,220,0,1000
0,470,0,694,1,365
0,157,9,399,0,90
0,765,0,1026,1,365
0,760,5,1027,1,365
60,156,0,271,0,1000
0,640,0,943,2,90
0,393,0,644,1,365
0,837,1,1091,1,14
0,149,49,362,1,90
0,422,0,597,1,30
0,262,0,488,5,90
0,124,0,217,0,1000
0,497,2,862,0,180
0,110,0,309,1,180
0,87,0,175,0,1000
0,122,0,231,1,90
0,568,0,799,4,180
0,460,1,809,3,180
0,502,0,823,4,90
0,296,0,504,12,180
0,151,0,260,0,1000
0,108,0,230,0,1000
0,379,1,662,7,30
0,126,0,185,0,1000
0,131,0,196,0,365
0,109,2,217,2,365
0,257,0,509,8,90
0,103,0,182,1,1000
0,763,5,998,280,180
0,751,2,1022,2,30
0,442,0,678,5,1000
0,662,3,902,66,365
0,427,0,625,4,180
0,755,1,1037,1,30
0,478,5,734,26,365
0,181,0,306,23,180
0,107,0,193,0,365
0,123,0,323,0,365
0,195,1,448,0,90
0,89,0,216,0,365
0,506,2,832,4,90
0,380,4,542,20,180
0,276,0,501,22,180
0,108,0,203,0,365
0,524,0,831,1,180
0,600,44,828,49,180
0,837,0,1092,1,7
0,115,0,199,0,365
0,517,1,832,0,180
0,163,49,306,15,365
0,134,1,211,61,1000
0,116,13,220,33,1000
0,507,0,726,55,365
0,710,0,1006,3,365
0,467,1,819,3,180
0,541,10,835,4,365
0,157,0,325,0,1000
0,129,0,322,0,90
0,441,0,639,4,180
0,416,0,596,3,180
0,646,0,949,2,90
0,598,1,850,26,365
0,121,6,304,0,365
4,511,0,831,0,180
0,537,1,805,2,90
50,132,0,259,0,1000
0,540,8,835,5,365
0,557,3,787,4,90
0,129,0,262,0,1000
0,299,6,542,66,180
0,501,0,864,0,180
0,105,1,224,2,365
0,156,0,349,5,90
0,484,0,809,2,180
0,255,0,521,0,14
0,554,0,797,4,365
0,431,0,626,4,180
0,195,1,450,0,90
0,688,3,921,91,365
0,126,0,228,1,1000
0,612,0,845,14,365
0,156,0,346,5,365
0,1,0,4,0,1000
0,763,1,1039,1,365
0,519,1,805,3,180
0,464,1,721,4,90
0,581,2,821,25,180
0,303,0,555,64,180
0,545,0,828,6,365
0,579,1,824,24,180
0,392,0,624,1,365
0,112,1,319,0,180
0,178,0,311,28,1000
81,117,0,212,0,1000
0,787,1,1067,1,30
0,387,0,682,7,90
0,785,3,1048,1,365
0,131,0,214,0,1000
0,112,0,237,2,365
0,118,0,241,0,1000
0,765,0,1039,1,365
0,115,0,201,0,1000
0,83,0,158,0,1000
0,805,0,1084,1,30
0,468,2,777,6,90
0,400,0,641,1,365
0,170,2,335,0,1000
0,690,3,949,9,90
13,264,31,530,114,180
0,114,0,196,0,1000
0,135,0,207,0,1000
0,109,0,202,0,365
0,110,0,241,0,1000
0,127,0,206,0,180
0,546,0,817,2,90
0,127,0,314,0,90
0,129,0,299,0,1000
0,79,0,172,0,1000
0,71,0,177,0,1000
0,148,0,360,3,180
0,28,0,72,0,1000
0,121,0,204,0,1000
0,135,0,205,0,1000
0,412,2,662,6,180
0,107,0,207,0,365
0,605,12,873,32,365
0,854,0,1112,2,180
0,80,0,147,0,1000
0,731,2,1034,1,90
0,266,0,502,17,180
0,135,0,210,0,1000
0,82,0,155,0,1000
0,116,0,204,0,1000
0,192,8,441,0,90
81,117,0,210,0,1000
0,134,0,209,0,1000
0,195,8,447,0,365
0,74,0,182,0,1000
0,575,49,825,24,180
0,113,0,229,0,1000
0,505,0,826,3,90
0,121,0,199,0,1000
0,120,0,204,46,1000
0,498,0,809,6,90
42,447,0,646,1,365
0,567,8,831,10,365
0,740,12,968,137,365
0,288,0,498,14,180
0,110,0,240,0,1000
0,457,0,709,4,90
0,560,0,816,29,365
0,466,0,656,1,365
0,35,0,109,0,1000
61,77,0,184,0,1000
0,688,10,920,91,365
0,532,0,816,4,365
0,545,15,833,8,365
0,713,0,1001,1,90
0,507,1,759,3,90
0,96,0,178,0,1000
0,149,0,331,5,90
0,150,6,307,10,180
0,668,12,892,56,365
0,496,1,821,4,90
65,162,0,276,0,1000
0,98,0,154,1,1000
0,115,0,238,2,1000
0,608,0,854,22,90
0,686,1,914,92,365
0,492,4,718,116,1000
0,309,0,489,16,365
0,268,0,537,0,180
0,70,0,163,0,180
0,127,0,204,0,1000
0,113,14,220,33,365
0,110,2,216,2,365
0,711,2,973,5,90
51,141,0,249,0,1000
2,426,1,625,4,180
0,467,0,657,1,365
0,455,0,636,1,365
0,459,2,798,3,180
0,747,12,1011,171,365
0,145,0,257,0,1000
0,499,0,864,0,180
0,90,0,194,3,180
0,154,0,266,0,1000
0,389,0,629,1,365
0,578,15,826,29,180
0,632,7,916,13,90
11,487,0,822,3,180
0,383,0,611,1,365
0,126,0,204,0,1000
0,128,0,187,0,1000
59,154,0,269,0,1000
0,769,15,1035,232,365
0,708,6,998,3,90
0,327,0,537,0,180
0,499,0,847,0,180
0,287,6,552,88,180
0,300,0,519,0,90
0,255,0,495,6,90
0,145,0,259,0,1000
0,103,0,171,1,1000
0,643,8,912,13,90
0,473,1,654,1,365
0,675,2,913,85,365
0,629,8,891,13,365
0,289,0,500,14,180
0,308,0,515,12,180
0,690,0,977,1,365
0,124,0,215,0,1000
0,788,8,1053,1,365
0,158,0,272,0,1000
0,84,15,214,0,365
0,502,3,838,0,180
0,116,88,225,31,365
0,558,2,806,28,365
0,126,0,208,43,1000
0,636,0,863,89,180
0,243,2,489,0,30
0,390,1,554,20,180
0,782,10,1056,199,365
0,123,0,196,1,1000
0,746,7,1004,161,365
0,166,2,337,0,180
48,123,0,215,0,1000
0,215,0,461,0,30
0,348,0,535,1,90
0,123,0,199,0,90
0,145,2,292,0,180
0,495,0,753,3,90
149,842,37,1116,370,180
0,123,0,226,1,90
0,519,2,821,1,180
0,798,0,1080,1,30
0,105,0,204,0,365
0,107,0,212,0,1000
0,507,3,829,4,180
0,96,0,184,0,1000
0,127,0,306,0,180
0,834,0,1100,1,14
0,616,6,858,13,90
0,526,1,815,4,180
0,114,0,303,2,365
0,844,0,1092,1,14
0,114,0,173,0,365
0,403,0,631,2,365
0,752,0,1042,1,1000
0,487,1,833,2,180
0,86,0,186,3,1000
0,54,0,136,0,1000
0,101,14,213,7,365
0,646,1,935,12,90
0,570,9,828,27,90
0,92,0,215,0,365
0,523,0,772,2,90
86,563,1,819,2,180
0,106,0,234,0,1000
0,113,0,321,0,365
0,93,0,207,2,180
0,172,0,339,0,180
0,110,0,239,0,1000
0,131,0,199,0,365
0,100,0,182,1,1000
14,294,31,544,98,180
0,528,3,814,4,180
0,693,2,950,10,90
0,510,1,846,0,180
0,500,2,868,0,180
0,493,2,833,3,90
0,131,0,254,0,1000
0,172,0,338,0,180
0,121,0,175,1,1000
0,115,0,181,0,365
0,1,0,7,0,1000
0,271,0,546,0,180
0,743,34,975,237,90
0,603,0,895,2,180
0,181,0,304,23,180
0,124,3,293,2,365
0,111,0,237,0,1000
0,103,0,173,1,1000
0,86,0,166,1,1000
0,127,0,318,0,365
0,165,42,316,43,180
0,443,0,637,4,180
0,148,0,321,0,365
0,270,2,499,16,90
0,93,0,155,1,1000
0,110,0,242,0,1000
0,141,0,212,0,1000
0,804,0,1083,1,30
0,603,0,896,2,90
0,82,0,166,0,365
0,128,2,297,0,365
0,156,7,305,0,180
0,266,12,494,3,90
0,693,0,959,6,90
0,131,0,211,56,1000
0,123,0,211,0,1000
0,491,1,811,3,180
0,139,0,208,0,1000
0,498,0,838,0,180
0,145,0,258,0,1000
0,763,0,1049,1,30
0,781,2,1054,199,365
80,535,1,804,2,90
0,635,0,923,2,90
0,558,0,816,29,365
0,305,0,492,16,180
0,421,1,658,3,1000
0,113,0,200,0,1000
0,594,9,860,16,365
0,382,0,628,6,180
0,105,0,190,0,365
0,268,0,540,0,1000
0,360,0,612,1,365
55,144,0,245,0,1000
0,87,0,184,3,180
0,460,0,804,3,180
0,754,1,1036,1,30
0,787,0,1066,1,30
0,687,0,959,7,365
0,104,1,185,1,1000
0,119,1,343,0,180
0,447,0,682,5,90
0,131,0,209,0,1000
0,254,0,509,8,90
0,834,0,1094,1,14
0,629,5,895,13,180
0,448,0,668,1,365
47,122,0,210,0,1000
0,475,0,792,3,180
0,668,1,968,1,90
0,370,0,594,1,365
0,129,0,321,0,365
0,695,1,960,6,90
0,210,0,461,0,365
0,810,0,1078,1,30
0,121,0,229,1,180
0,127,0,316,0,90
0,248,2,518,0,14
0,149,0,330,5,90
0,606,0,900,2,90
0,567,7,822,27,1000
0,392,1,712,7,90
0,741,3,1002,155,365
0,507,2,820,4,90
0,779,9,1049,229,365
0,122,0,209,0,365
0,438,0,636,4,180
0,393,1,723,7,180
0,120,0,279,2,365
0,300,0,549,64,180
0,610,2,843,14,365
0,485,2,818,4,90
0,669,1,966,1,90
0,81,0,157,0,1000
0,103,0,166,1,1000
0,592,0,863,2,90
0,707,1,937,111,365
0,138,0,242,0,1000
0,754,2,1026,2,365
0,667,28,897,167,90
0,82,0,193,0,1000
0,612,0,845,22,90
0,370,1,548,1,30
0,747,0,1020,2,365
76,98,0,208,0,1000
0,556,0,799,5,365
0,492,3,836,2,180
0,122,0,217,1,90
0,394,0,728,7,90
0,755,14,1024,188,365
0,702,2,939,120,365
0,783,10,1048,199,365
0,373,0,614,1,365
52,140,0,210,0,1000
0,292,0,546,78,180
0,255,1,519,0,365
0,545,8,831,8,365
0,382,0,612,1,365
0,762,9,1048,213,365
0,576,16,823,20,180
0,614,0,908,2,90
0,88,0,204,0,1000
0,542,15,842,4,365
0,126,1,224,1,1000
0,167,0,331,0,180
0,111,0,211,0,1000
0,162,0,275,0,1000
0,163,0,304,15,365
0,117,0,269,2,365
0,118,0,263,2,365
0,102,0,208,0,1000
0,689,1,954,8,90
0,92,0,161,0,1000
0,143,0,267,0,1000
0,329,1,555,7,180
0,105,0,191,0,365
0,753,3,1030,2,90
0,655,0,948,1,90
0,122,0,332,0,180
0,470,2,784,6,90
0,139,0,228,0,1000
0,124,0,231,1,90
0,110,0,225,2,365
0,705,0,989,1,90
0,272,0,521,106,180
0,241,0,486,0,180
0,121,0,255,0,1000
0,636,2,919,12,90
0,567,0,824,27,180
0,500,0,868,0,180
0,657,2,944,12,365
0,164,1,330,0,365
0,483,0,699,1,365
0,173,0,300,19,180
0,499,0,838,0,180
49,127,0,230,0,1000
0,109,0,223,0,1000
0,452,0,687,1,365
0,750,14,1018,183,365
0,127,0,229,0,1000
0,646,0,936,12,365
0,497,2,839,0,180
0,770,10,1054,213,365
0,96,0,179,0,1000
0,416,0,598,3,1000
0,665,7,961,12,90
0,644,0,947,2,90
0,781,0,1066,1,1000
0,846,37,1121,371,180
0,531,10,816,4,180
0,319,1,525,8,180
0,688,10,921,91,365
0,116,0,244,0,1000
0,145,42,385,0,90
0,124,0,209,0,1000
22,317,2,525,8,180
0,147,2,318,0,365
0,136,0,297,0,90
0,443,0,626,4,180
0,128,0,199,0,180
0,371,0,545,20,365
0,515,0,764,2,365
0,765,5,1049,216,365
0,115,0,228,1,180
0,131,0,284,0,180
0,109,0,232,0,1000
0,119,3,243,2,365
0,129,0,217,0,1000
0,77,0,183,0,1000
0,96,0,175,0,1000
0,707,10,940,112,365
0,592,0,847,26,365
0,140,0,222,0,1000
51,112,0,199,1,1000
0,555,0,796,28,365
0,161,0,278,0,1000
0,715,0,1002,1,90
0,833,1,1093,1,14
0,448,0,640,1,365
0,130,0,217,0,1000
0,290,1,492,14,180
0,26,0,62,0,1000
0,473,0,655,1,1000
0,123,0,284,2,1000
0,574,5,831,27,90
0,103,0,179,1,1000
0,126,0,217,0,1000
0,119,212,224,27,365
0,167,24,314,42,365
0,124,0,329,0,1000
0,417,0,651,2,365
0,92,2,223,0,1000
39,439,3,636,4,180
0,840,1,1092,1,180
0,613,0,851,22,90
0,86,0,156,1,1000
0,379,0,627,1,365
0,503,2,827,4,90
0,107,0,194,0,1000
0,158,42,308,43,180
0,764,6,1041,231,365
0,374,0,619,6,180
0,82,0,152,0,1000
0,153,0,346,4,1000
0,497,2,844,0,180
0,89,0,204,0,1000
0,88,0,188,3,1000
0,104,0,223,1,365
0,508,0,765,3,90
18,314,2,515,11,180
0,497,2,862,0,180
0,295,0,519,45,180
0,403,0,637,2,1000
0,609,0,852,23,90
0,768,0,1043,1,365
0,651,28,874,141,90
0,781,5,1044,230,365
0,95,0,188,0,1000
0,333,0,531,0,90
0,572,12,839,9,365
0,111,0,304,2,365
0,111,0,172,1,1000
0,114,1,220,23,1000
0,465,0,719,15,1000
0,126,0,197,0,1000
0,709,0,994,3,30
0,753,0,1027,2,365
0,128,0,204,0,1000
0,126,0,304,0,180
8,36,0,113,0,1000
0,107,2,225,2,1000
0,126,0,221,0,1000
0,763,10,1021,190,365
0,483,1,824,3,180
0,735,0,1033,1,90
0,327,0,538,0,90
0,651,0,873,141,365
0,854,1,1114,1,180
0,666,0,953,1,90
0,121,1,212,0,1000
0,378,0,610,1,365
0,501,2,817,6,90
0,134,0,260,0,1000
0,156,1,308,12,180
0,113,0,198,0,365
0,153,0,272,0,1000
0,458,3,789,3,180
52,139,0,241,0,1000
0,139,0,234,0,1000
0,762,10,1023,190,365
0,467,1,772,6,90
30,54,0,149,0,1000
0,168,0,328,0,180
0,342,0,564,6,180
0,114,0,222,1,180
0,460,1,717,4,90
0,474,0,670,1,365
0,574,9,833,27,365
0,310,0,490,16,180
52,140,0,214,0,1000
0,680,10,923,87,365
0,478,0,826,2,180
0,110,0,196,0,365
0,483,0,840,0,180
0,113,0,171,0,1000
0,703,0,929,106,365
0,91,0,206,0,1000
0,127,0,219,1,1000
0,134,0,296,0,1000
0,480,2,830,2,180
0,108,0,189,1,1000
0,102,0,210,0,1000
0,772,2,1057,230,365
0,563,2,806,8,1000
0,601,0,891,2,90
0,126,0,183,0,1000
0,462,0,646,1,365
0,714,0,983,4,365
0,304,0,521,0,1000
0,34,0,83,0,1000
0,114,0,243,0,1000
21,99,1,179,1,1000
0,140,0,245,0,1000
0,478,3,705,1,365
0,491,0,707,122,1000
0,482,0,834,2,180
0,605,2,857,19,365
0,91,0,151,1,1000
0,106,0,193,0,1000
0,134,0,296,0,365
0,127,0,208,0,1000
0,97,1,222,2,180
0,780,0,1049,1,365
0,52,0,132,0,1000
0,592,5,847,26,365
0,85,0,175,1,1000
0,114,0,227,1,1000
0,359,0,602,1,365
0,444,0,655,1,14
0,110,0,200,1,1000
0,472,0,806,2,180
0,444,0,665,1,1000
0,231,0,474,0,180
0,728,7,954,125,365
0,116,0,222,30,365
0,581,35,823,26,180
0,153,0,353,4,90
0,710,0,970,5,90
0,109,4,217,2,365
0,491,1,833,3,180
0,385,4,689,7,90
0,755,0,1041,1,30
0,554,5,794,28,365
0,153,0,305,6,90
65,466,1,734,4,90
0,262,0,537,0,180
0,490,0,840,0,180
0,134,0,232,0,1000
0,128,0,217,0,1000
0,506,1,838,0,180
0,575,5,826,24,180
0,265,0,539,145,180
0,90,0,178,0,1000
0,158,50,311,44,1000
0,128,0,231,0,1000
0,589,2,833,41,180
0,776,1,1055,1,30
0,547,5,834,7,365
0,112,0,219,0,1000
56,147,0,255,0,1000
0,107,0,200,0,365
0,556,34,800,5,180
0,123,0,211,0,1000
0,393,0,628,1,365
0,154,0,409,0,90
0,98,14,215,1,1000
0,129,0,253,0,1000
0,113,0,199,0,365
0,503,0,755,3,90
0,265,0,509,15,90
0,243,0,476,0,180
0,106,0,233,1,1000
0,115,1,200,1,1000
0,159,0,268,0,1000
0,492,0,714,66,365
0,392,1,717,7,90
0,319,4,521,8,180
0,493,2,857,0,180
0,130,0,259,0,1000
0,492,0,707,1,365
0,771,0,1028,1,365
0,722,0,980,4,90
0,467,1,816,3,180
0,703,0,928,106,365
28,115,0,203,0,1000
0,609,0,855,23,90
0,94,0,161,1,1000
17,379,1,599,1,365
0,475,0,798,2,180
0,139,0,286,0,180
50,128,0,229,0,1000
0,86,0,153,0,1000
0,124,2,306,0,180
64,160,0,281,0,1000
0,112,0,172,1,1000
0,759,6,1033,1,365
0,780,10,1060,197,365
0,124,0,194,0,365
0,105,0,228,1,180
5,487,0,837,0,180
0,116,0,203,1,1000
0,285,2,524,103,180
0,466,1,775,6,90
0,383,1,656,7,30
0,388,0,552,20,180
0,137,0,236,0,1000
13,264,31,534,129,180
0,149,19,326,5,90
0,93,0,170,1,1000
0,107,0,308,2,365
0,133,0,255,0,1000
0,835,1,1099,1,14
0,128,0,227,0,1000
56,143,0,264,0,1000
0,107,0,313,0,180
0,506,0,758,3,180
0,374,0,589,1,365
0,478,0,828,2,180
0,159,0,328,0,180
0,469,0,691,1,365
0,686,0,951,9,180
0,776,2,1038,199,365
0,110,0,176,0,365
0,261,0,489,5,90
0,393,1,705,7,90
0,156,0,321,0,180
0,125,0,190,0,1000
0,565,1,823,27,90
0,764,0,1040,231,365
33,706,0,954,5,90
0,125,0,300,0,1000
0,534,0,800,2,90
0,412,0,660,5,180
0,450,2,684,5,90
0,563,2,811,9,180
0,156,0,323,0,365
0,148,49,373,1,90
0,156,8,306,0,180
53,115,0,201,1,1000
0,773,0,1030,1,365
0,525,1,830,4,365
0,488,0,749,4,90
0,780,13,1063,213,365
0,484,1,807,2,180
0,620,0,880,13,90
0,545,0,832,8,365
0,130,0,224,0,1000
22,493,0,833,3,90
0,109,0,230,0,1000
0,250,0,522,0,180
0,134,0,296,0,90
0,127,0,312,0,90
0,729,0,1029,1,90
0,491,1,827,3,180
0,589,12,842,14,365
0,718,2,1003,1,90
0,94,0,204,3,180
0,662,14,903,67,365
0,396,0,626,1,365
0,124,0,217,0,1000
0,780,1,1046,229,365
0,674,7,948,10,365
0,242,3,477,0,180
0,461,1,806,3,180
0,255,0,517,0,14
0,727,18,960,210,90
0,655,0,949,1,90
0,495,1,834,2,180
0,279,7,489,0,90
0,159,0,327,0,90
0,86,0,173,0,1000
0,528,1,810,4,180
0,470,0,808,2,180
0,549,0,824,2,90
0,571,2,836,9,365
0,507,1,822,4,90
0,130,0,260,0,1000
0,500,2,868,0,180
0,760,0,1044,1,90
0,130,0,207,0,1000
0,106,0,231,0,365
0,86,0,175,0,1000
0,71,0,172,0,180
0,607,8,844,14,365
0,453,0,702,1,365
0,85,0,155,0,1000
0,92,15,213,0,365
0,445,0,633,2,180
3,21,0,50,0,1000
0,104,0,216,0,1000
0,562,2,821,29,365
